name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Dinoroseobacter shibae	215813	S	50	24	74	0.00002
Roseobacter ponti	1891787	S	19	0	19	0.00001
Roseobacter litoralis	42443	S	18	2	20	0.00001
Roseobacter denitrificans	2434	S	9	1	10	0.00000
Silicimonas algicola	1826607	S	47	0	47	0.00001
Brevirhabdus pacifica	1267768	S	46	19	65	0.00002
Oceanicola sp. D3	2587163	S	46	0	46	0.00001
Antarctobacter heliothermus	74033	S	40	0	40	0.00001
Monaibacterium sp. ALG8	2715211	S	38	6	44	0.00001
Jannaschia sp. CCS1	290400	S	34	0	34	0.00001
Epibacterium mobile	379347	S	33	15	48	0.00001
Gemmobacter sp. HYN0069	2169400	S	31	1	32	0.00001
Tabrizicola piscis	2494374	S	30	0	30	0.00001
Maribius sp. THAF1	2587842	S	29	0	29	0.00001
Litoreibacter sp. LN3S51	2599296	S	28	0	28	0.00001
Pseudorhodobacter sp. S12M18	2500533	S	27	0	27	0.00001
Halocynthiibacter arcticus	1579316	S	26	0	26	0.00001
Thalassococcus sp. S3	2017482	S	25	0	25	0.00001
Yoonia vestfoldensis	245188	S	23	5	28	0.00001
Planktomarina temperata	1284658	S	22	0	22	0.00001
Boseongicola sp. CCM32	2552942	S	20	0	20	0.00001
Thalassobius gelatinovorus	53501	S	20	0	20	0.00001
Tateyamaria omphalii	299262	S	19	0	19	0.00001
Rhodobaca barguzinensis	441209	S	18	0	18	0.00000
Parasedimentitalea marina	2483033	S	16	0	16	0.00000
Pseudovibrio sp. FO-BEG1	911045	S	14	0	14	0.00000
Pseudohalocynthiibacter aestuariivivens	1591409	S	9	1	10	0.00000
Marivivens sp. JLT3646	1920883	S	2	0	2	0.00000
Hyphomonas sp. CACIAM 19H1	1873716	S	38	8	46	0.00001
Hyphomonas sp. Mor2	1906738	S	14	0	14	0.00000
Hyphomonas neptunium	81032	S	48	12	60	0.00002
Maricaulis maris	74318	S	42	2	44	0.00001
Glycocaulis alkaliphilus	1434191	S	35	1	36	0.00001
Hirschia baltica	2724	S	3	0	3	0.00000
Caulobacter sp. Ji-3-8	2708539	S	167	57	224	0.00006
Caulobacter sp. K31	366602	S	162	32	194	0.00005
Caulobacter sp. FWC26	69665	S	149	56	205	0.00005
Caulobacter rhizosphaerae	2010972	S	356	90	446	0.00012
Caulobacter flavus	1679497	S	349	72	421	0.00011
Caulobacter mirabilis	69666	S	267	29	296	0.00008
Caulobacter segnis	88688	S	177	52	229	0.00006
Caulobacter vibrioides	155892	S	151	57	208	0.00005
Caulobacter henricii	69395	S	139	20	159	0.00004
Brevundimonas sp. MF30-B	2561924	S	141	8	149	0.00004
Brevundimonas sp. LM2	1938605	S	137	7	144	0.00004
Brevundimonas sp. M20	2591463	S	115	7	122	0.00003
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	47	39	86	0.00002
Brevundimonas sp. 'scallop'	2562582	S	32	28	60	0.00002
Brevundimonas sp. SGAir0440	2579977	S	23	6	29	0.00001
Brevundimonas sp. DS20	1532555	S	22	44	66	0.00002
Brevundimonas sp. Bb-A	2560058	S	16	30	46	0.00001
Brevundimonas naejangsanensis	588932	S	173	34	207	0.00005
Brevundimonas subvibrioides	74313	S	90	5	95	0.00003
Brevundimonas mediterranea	74329	S	76	22	98	0.00003
Brevundimonas diminuta	293	S	39	80	119	0.00003
Brevundimonas vesicularis	41276	S	17	21	38	0.00001
Brevundimonas vancanneytii	1325724	S	17	72	89	0.00002
Phenylobacterium zucineum	284016	S	352	28	380	0.00010
Phenylobacterium sp. HYN0004	2201350	S	167	10	177	0.00005
Asticcacaulis excentricus	78587	S	129	9	138	0.00004
Caulobacteraceae bacterium 0127_4	2686094	S	57	0	57	0.00002
Caulobacteraceae bacterium OTSz_A_272	1759059	S	21	0	21	0.00001
Phreatobacter stygius	1940610	S	334	4	338	0.00009
Phreatobacter sp. NMCR1094	2570229	S	256	6	262	0.00007
Phreatobacter cathodiphilus	1868589	S	240	6	246	0.00006
Polymorphum gilvum	991904	S	106	3	109	0.00003
Micavibrio aeruginosavorus	349221	S	47	0	47	0.00001
Candidatus Puniceispirillum marinum	767892	S	3	0	3	0.00000
Wolbachia endosymbiont of Trichogramma pretiosum	125593	S	6	0	6	0.00000
Wolbachia endosymbiont of Dipetalonema caudispina	1812112	S	1	0	1	0.00000
Wolbachia pipientis	955	S	2	3	5	0.00000
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	S	5	0	5	0.00000
Rickettsiales bacterium Ac37b	1528098	S	2	0	2	0.00000
Rickettsia endosymbiont of Bemisia tabaci	337479	S	2	0	2	0.00000
Rickettsia endosymbiont of Ixodes scapularis	444612	S	1	0	1	0.00000
Candidatus Fokinia solitaria	1802984	S	2	0	2	0.00000
Candidatus Deianiraea vastatrix	2163644	S	1	0	1	0.00000
Emcibacter sp. MEBiC09520	2582913	S	13	0	13	0.00000
Emcibacter congregatus	2043170	S	11	0	11	0.00000
Candidatus Fonsibacter ubiquis	1925548	S	16	0	16	0.00000
Candidatus Pelagibacter sp. RS39	1977864	S	3	0	3	0.00000
alpha proteobacterium HIMB59	744985	S	1	0	1	0.00000
Magnetococcus marinus	1124597	S	15	0	15	0.00000
Parvularcula bermudensis	208216	S	12	0	12	0.00000
Candidatus Nucleicultrix amoebiphila	1509244	S	1	0	1	0.00000
Pseudomonas monteilii	76759	S	20554	130549	151103	0.03975
Pseudomonas putida	303	S	1516	1027	2543	0.00067
Pseudomonas oryzihabitans	47885	S	155	1	156	0.00004
Pseudomonas plecoglossicida	70775	S	106	45	151	0.00004
Pseudomonas fulva	47880	S	69	113	182	0.00005
Pseudomonas mosselii	78327	S	4	4	8	0.00000
Pseudomonas sp. SGAir0191	2217867	S	4	0	4	0.00000
Pseudomonas yamanorum	515393	S	36094	1798	37892	0.00997
Pseudomonas aeruginosa	287	S	9317	54528	63845	0.01680
Pseudomonas mendocina	300	S	204	6	210	0.00006
Pseudomonas furukawaii	1149133	S	117	2	119	0.00003
Pseudomonas oleovorans	301	S	47	17	64	0.00002
Pseudomonas citronellolis	53408	S	142	4	146	0.00004
Pseudomonas nitroreducens	46680	S	39	11	50	0.00001
Pseudomonas multiresinivorans	95301	S	33	10	43	0.00001
Pseudomonas resinovorans	53412	S	63	1	64	0.00002
Pseudomonas alcaligenes	43263	S	56	0	56	0.00001
Pseudomonas sp. LTGT-11-2Z	2479393	S	496	6030	6526	0.00172
Pseudomonas sp. MPC6	2498848	S	184	7	191	0.00005
Pseudomonas sp. TUM18999	2725477	S	149	4	153	0.00004
Pseudomonas sp. ADAK13	2730847	S	119	7	126	0.00003
Pseudomonas sp. NC02	2067572	S	106	121	227	0.00006
Pseudomonas sp. SXM-1	2169583	S	101	108	209	0.00006
Pseudomonas sp. NP-1	2599595	S	99	1	100	0.00003
Pseudomonas sp. SCB32	2653853	S	68	1	69	0.00002
Pseudomonas sp. SK	2729423	S	64	2	66	0.00002
Pseudomonas sp. K2W31S-8	2320867	S	63	0	63	0.00002
Pseudomonas sp. CMR5c	658630	S	60	4	64	0.00002
Pseudomonas sp. TCU-HL1	1856685	S	59	0	59	0.00002
Pseudomonas sp. DY-1	1755504	S	57	0	57	0.00002
Pseudomonas sp. 7SR1	1881017	S	57	1	58	0.00002
Pseudomonas sp. PE08	2604832	S	55	0	55	0.00001
Pseudomonas sp. 02C 26	2054914	S	49	0	49	0.00001
Pseudomonas sp. LBUM920	2126069	S	48	52	100	0.00003
Pseudomonas sp. S1-A32-2	2731681	S	46	0	46	0.00001
Pseudomonas sp. UW4	1207075	S	45	2	47	0.00001
Pseudomonas sp. ATCC 13867	1294143	S	42	1	43	0.00001
Pseudomonas sp. 13159349	2662034	S	42	92	134	0.00004
Pseudomonas sp. ABC1	2748080	S	41	0	41	0.00001
Pseudomonas sp. Leaf58	1736226	S	40	1	41	0.00001
Pseudomonas sp. HLS-6	2049589	S	39	1	40	0.00001
Pseudomonas sp. S09G 359	2054919	S	37	2	39	0.00001
Pseudomonas sp. StFLB209	1028989	S	37	0	37	0.00001
Pseudomonas sp. R76	1573711	S	35	2	37	0.00001
Pseudomonas sp. CC6-YY-74	1930532	S	34	0	34	0.00001
Pseudomonas sp. NS1(2017)	2025658	S	32	2	34	0.00001
Pseudomonas sp. gcc21	2726989	S	31	1	32	0.00001
Pseudomonas sp. R5-89-07	658644	S	30	2	32	0.00001
Pseudomonas sp. ADAK18	2730848	S	30	1	31	0.00001
Pseudomonas sp. FGI182	1259844	S	30	11	41	0.00001
Pseudomonas sp. THAF7b	2587845	S	26	11	37	0.00001
Pseudomonas sp. 31-12	2201356	S	25	1	26	0.00001
Pseudomonas sp. SNU WT1	2518644	S	23	0	23	0.00001
Pseudomonas sp. XWY-1	2069256	S	23	24	47	0.00001
Pseudomonas sp. MYb193	1827300	S	22	9	31	0.00001
Pseudomonas sp. ACM7	2052956	S	21	0	21	0.00001
Pseudomonas sp. S35	1573719	S	21	1	22	0.00001
Pseudomonas sp. URMO17WK12:I11	1283291	S	21	8	29	0.00001
Pseudomonas sp. LPH1	1898684	S	21	1	22	0.00001
Pseudomonas sp. 43A	2743971	S	20	1	21	0.00001
Pseudomonas sp. MRSN12121	1611770	S	18	8	26	0.00001
Pseudomonas sp. IB20	1702250	S	18	1	19	0.00001
Pseudomonas sp. ATCC 43928	676210	S	17	22	39	0.00001
Pseudomonas sp. R2A2	2213057	S	17	5	22	0.00001
Pseudomonas sp. DG56-2	2320270	S	17	0	17	0.00000
Pseudomonas sp. CCOS 191	1649877	S	17	2	19	0.00001
Pseudomonas sp. LG1E9	2219057	S	16	1	17	0.00000
Pseudomonas sp. ADAK22	2730851	S	16	17	33	0.00001
Pseudomonas sp. LAB-08	143813	S	16	0	16	0.00000
Pseudomonas sp. R32	1573704	S	15	0	15	0.00000
Pseudomonas sp. S-6-2	1931241	S	15	0	15	0.00000
Pseudomonas sp. 11K1	2505979	S	15	0	15	0.00000
Pseudomonas sp. 14181154	2662033	S	14	3	17	0.00000
Pseudomonas sp. SWI7	2587597	S	14	42	56	0.00001
Pseudomonas sp. S150	2559074	S	13	5	18	0.00000
Pseudomonas sp. JY-Q	1338689	S	13	34	47	0.00001
Pseudomonas sp. NIBRBAC000502773	2590776	S	11	1	12	0.00000
Pseudomonas sp. S34	1573718	S	11	0	11	0.00000
Pseudomonas sp. SWI6	2083051	S	10	70	80	0.00002
Pseudomonas sp. B10	118613	S	10	1	11	0.00000
Pseudomonas sp. C27(2019)	2604941	S	9	0	9	0.00000
Pseudomonas sp. FDAARGOS_380	2018067	S	9	2	11	0.00000
Pseudomonas sp. LG1D9	2083054	S	9	14	23	0.00001
Pseudomonas sp. B14-6	2738843	S	9	7	16	0.00000
Pseudomonas sp. OIL-1	2706126	S	8	0	8	0.00000
Pseudomonas sp. QZS01	2213226	S	8	2	10	0.00000
Pseudomonas sp. DTU12.3	2073078	S	8	0	8	0.00000
Pseudomonas sp. M30-35	1981174	S	8	0	8	0.00000
Pseudomonas sp. SWI36	2083052	S	6	6	12	0.00000
Pseudomonas sp. R2-37-08W	1173273	S	6	13	19	0.00001
Pseudomonas sp. s211(2017)	2045200	S	6	10	16	0.00000
Pseudomonas sp. VLB120	69328	S	6	30	36	0.00001
Pseudomonas sp. Os17	1500686	S	5	5	10	0.00000
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	5	0	5	0.00000
Pseudomonas sp. CMR12a	658629	S	5	7	12	0.00000
Pseudomonas sp. phDV1	253237	S	4	3	7	0.00000
Pseudomonas sp. LTJR-52	2479392	S	4	0	4	0.00000
Pseudomonas sp. 09C 129	2054915	S	4	2	6	0.00000
Pseudomonas sp. SWI44	2083053	S	4	18	22	0.00001
Pseudomonas sp. BJP69	2597770	S	4	2	6	0.00000
Pseudomonas sp. R2-7-07	658641	S	3	14	17	0.00000
Pseudomonas sp. J380	2605424	S	3	1	4	0.00000
Pseudomonas sp. R4-35-07	658643	S	3	9	12	0.00000
Pseudomonas sp. LH1G9	2083055	S	3	2	5	0.00000
Pseudomonas sp. DR 5-09	1534110	S	3	0	3	0.00000
Pseudomonas sp. R84	1573712	S	3	0	3	0.00000
Pseudomonas sp. FDAARGOS_761	2545800	S	3	22	25	0.00001
Pseudomonas sp. TMW 2.1634	1886807	S	3	5	8	0.00000
Pseudomonas sp. TKP	1415630	S	2	2	4	0.00000
Pseudomonas sp. GR 6-02	1659194	S	2	2	4	0.00000
Pseudomonas sp. St29	1500687	S	2	2	4	0.00000
Pseudomonas sp. R2-60-08W	1173280	S	2	6	8	0.00000
Pseudomonas sp. S49	1573720	S	2	2	4	0.00000
Pseudomonas sp. R4-34-07	658642	S	2	5	7	0.00000
Pseudomonas sp. R4-39-08	1173288	S	2	5	7	0.00000
Pseudomonas sp. PONIH3	1636610	S	1	0	1	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	1	1	2	0.00000
Pseudomonas sp. DTU12.1	2654238	S	1	1	2	0.00000
Pseudomonas sp. A214	1855331	S	1	1	2	0.00000
Pseudomonas sp. R3-52-08	1173284	S	1	2	3	0.00000
Pseudomonas sp. RU47	2005388	S	1	1	2	0.00000
Pseudomonas fluorescens	294	S	355	122	477	0.00013
Pseudomonas azotoformans	47878	S	107	18	125	0.00003
Pseudomonas protegens	380021	S	101	3	104	0.00003
Pseudomonas orientalis	76758	S	83	7	90	0.00002
Pseudomonas synxantha	47883	S	78	20	98	0.00003
Pseudomonas trivialis	200450	S	59	6	65	0.00002
Pseudomonas poae	200451	S	46	7	53	0.00001
Pseudomonas rhodesiae	76760	S	44	3	47	0.00001
Pseudomonas mediterranea	183795	S	28	2	30	0.00001
Pseudomonas mucidolens	46679	S	27	0	27	0.00001
Pseudomonas brenneri	129817	S	27	2	29	0.00001
Pseudomonas tolaasii	29442	S	26	1	27	0.00001
Pseudomonas extremorientalis	169669	S	21	4	25	0.00001
Pseudomonas veronii	76761	S	21	10	31	0.00001
Pseudomonas corrugata	47879	S	19	1	20	0.00001
Pseudomonas libanensis	75588	S	17	10	27	0.00001
Pseudomonas cedrina	651740	S	12	1	13	0.00000
Pseudomonas mandelii	75612	S	3	1	4	0.00000
Pseudomonas stutzeri	316	S	506	35	541	0.00014
Pseudomonas balearica	74829	S	91	14	105	0.00003
Pseudomonas xanthomarina	271420	S	39	1	40	0.00001
Pseudomonas luteola	47886	S	1	0	1	0.00000
Pseudomonas chlororaphis	587753	S	282	34	316	0.00008
Psychrobacter sp. FME2	86185	S	24	0	24	0.00001
Pseudomonas taetrolens	47884	S	14	0	14	0.00000
Pseudomonas fragi	296	S	10	4	14	0.00000
Pseudomonas syringae	317	S	92	65	157	0.00004
Pseudomonas asturiensis	1190415	S	38	0	38	0.00001
Pseudomonas coronafaciens	53409	S	24	0	24	0.00001
Pseudomonas viridiflava	33069	S	22	0	22	0.00001
Pseudomonas cichorii	36746	S	21	0	21	0.00001
Pseudomonas fuscovaginae	50340	S	21	4	25	0.00001
Pseudomonas amygdali	47877	S	15	58	73	0.00002
Pseudomonas syringae group genomosp. 3	251701	S	5	9	14	0.00000
Pseudomonas otitidis	319939	S	125	1	126	0.00003
Pseudomonas psychrotolerans	237610	S	123	1	124	0.00003
Pseudomonas oryzae	1392877	S	91	1	92	0.00002
Pseudomonas knackmussii	65741	S	90	2	92	0.00002
Pseudomonas denitrificans (nom. rej.)	43306	S	84	2	86	0.00002
Pseudomonas entomophila	312306	S	75	3	78	0.00002
Pseudomonas guangdongensis	1245526	S	73	0	73	0.00002
Pseudomonas frederiksbergensis	104087	S	52	4	56	0.00001
Pseudomonas vancouverensis	95300	S	52	1	53	0.00001
Pseudomonas alkylphenolica	237609	S	49	1	50	0.00001
Pseudomonas cremoricolorata	157783	S	48	0	48	0.00001
Pseudomonas graminis	158627	S	47	0	47	0.00001
Pseudomonas parafulva	157782	S	45	3	48	0.00001
Pseudomonas koreensis	198620	S	44	3	47	0.00001
Pseudomonas rhizosphaerae	216142	S	42	0	42	0.00001
Pseudomonas sabulinigri	472181	S	41	0	41	0.00001
Pseudomonas antarctica	219572	S	35	1	36	0.00001
Pseudomonas marincola	437900	S	35	0	35	0.00001
Pseudomonas pohangensis	364197	S	33	0	33	0.00001
Pseudomonas kribbensis	1628086	S	29	1	30	0.00001
Pseudomonas extremaustralis	359110	S	29	1	30	0.00001
Pseudomonas palleroniana	191390	S	28	0	28	0.00001
Pseudomonas umsongensis	198618	S	28	0	28	0.00001
Pseudomonas saudiphocaensis	1499686	S	27	0	27	0.00001
Pseudomonas pelagia	553151	S	27	0	27	0.00001
Pseudomonas simiae	321846	S	26	1	27	0.00001
Pseudomonas versuta	1788301	S	26	0	26	0.00001
Pseudomonas prosekii	1148509	S	26	0	26	0.00001
Pseudomonas arsenicoxydans	702115	S	24	0	24	0.00001
Pseudomonas moraviensis	321662	S	23	2	25	0.00001
Pseudomonas xinjiangensis	487184	S	23	0	23	0.00001
Pseudomonas reinekei	395598	S	22	0	22	0.00001
Pseudomonas sihuiensis	1274359	S	21	4	25	0.00001
Pseudomonas psychrophila	122355	S	20	0	20	0.00001
Pseudomonas lini	163011	S	19	0	19	0.00001
Pseudomonas agarici	46677	S	18	0	18	0.00000
Pseudomonas alcaliphila	101564	S	18	3	21	0.00001
Pseudomonas lurida	244566	S	17	0	17	0.00000
Pseudomonas brassicacearum	930166	S	16	14	30	0.00001
Pseudomonas litoralis	797277	S	16	0	16	0.00000
Pseudomonas thivervalensis	86265	S	16	0	16	0.00000
Pseudomonas salegens	1434072	S	16	0	16	0.00000
Pseudomonas soli	1306993	S	14	11	25	0.00001
Pseudomonas silesiensis	1853130	S	10	0	10	0.00000
Pseudomonas lactis	1615674	S	10	2	12	0.00000
Pseudomonas asplenii	53407	S	9	1	10	0.00000
Pseudomonas granadensis	1421430	S	7	1	8	0.00000
Pseudomonas cerasi	1583341	S	2	1	3	0.00000
Azotobacter chroococcum	353	S	71	17	88	0.00002
Azotobacter salinestris	69964	S	48	11	59	0.00002
Azotobacter vinelandii	354	S	40	0	40	0.00001
Permianibacter aggregans	1510150	S	27	0	27	0.00001
Pseudomonadaceae bacterium SI-3	2079806	S	6	1	7	0.00000
Oblitimonas alkaliphila	1697053	S	1	0	1	0.00000
Moraxella osloensis	34062	S	157361	1500	158861	0.04179
Moraxella catarrhalis	480	S	5	0	5	0.00000
Moraxella bovoculi	386891	S	2	0	2	0.00000
Acinetobacter baumannii	470	S	19	37	56	0.00001
Acinetobacter pittii	48296	S	15	4	19	0.00001
Acinetobacter nosocomialis	106654	S	2	0	2	0.00000
Acinetobacter lactucae	1785128	S	1	0	1	0.00000
Acinetobacter sp. WCHA45	2004644	S	5	0	5	0.00000
Acinetobacter sp. TGL-Y2	1407071	S	5	0	5	0.00000
Acinetobacter sp. ACNIH2	1758189	S	4	0	4	0.00000
Acinetobacter sp. WCHAc010034	1879049	S	4	0	4	0.00000
Acinetobacter sp. dk386	2662362	S	3	0	3	0.00000
Acinetobacter sp. FDAARGOS_724	2545797	S	3	3	6	0.00000
Acinetobacter sp. 185	2715163	S	2	0	2	0.00000
Acinetobacter sp. NEB149	2725684	S	1	1	2	0.00000
Acinetobacter sp. TTH0-4	1646498	S	1	0	1	0.00000
Acinetobacter sp. 323-1	2715164	S	1	0	1	0.00000
Acinetobacter ursingii	108980	S	31	2	33	0.00001
Acinetobacter schindleri	108981	S	23	2	25	0.00001
Acinetobacter defluvii	1871111	S	21	2	23	0.00001
Acinetobacter venetianus	52133	S	20	1	21	0.00001
Acinetobacter cumulans	2136182	S	10	0	10	0.00000
Acinetobacter wuhouensis	1879050	S	9	0	9	0.00000
Acinetobacter indicus	756892	S	7	0	7	0.00000
Acinetobacter lwoffii	28090	S	6	3	9	0.00000
Acinetobacter johnsonii	40214	S	4	1	5	0.00000
Acinetobacter larvae	1789224	S	4	0	4	0.00000
Acinetobacter haemolyticus	29430	S	3	0	3	0.00000
Acinetobacter tandoii	202954	S	1	0	1	0.00000
Acinetobacter towneri	202956	S	1	0	1	0.00000
Acinetobacter equi	1324350	S	1	0	1	0.00000
Acinetobacter dispersus	70348	S	1	0	1	0.00000
Psychrobacter sp. P11F6	1699621	S	6	3	9	0.00000
Psychrobacter sp. P2G3	1699622	S	5	4	9	0.00000
Psychrobacter sp. P11G5	1699624	S	1	1	2	0.00000
Psychrobacter arcticus	334543	S	5	3	8	0.00000
Moraxellaceae bacterium HYN0046	2283318	S	2	0	2	0.00000
Stenotrophomonas maltophilia	40324	S	2792	2777	5569	0.00147
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	267	65	332	0.00009
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	188	160	348	0.00009
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	164	70	234	0.00006
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	82	127	209	0.00006
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	71	131	202	0.00005
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	38	68	106	0.00003
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	25	182	207	0.00005
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	9	65	74	0.00002
Stenotrophomonas rhizophila	216778	S	1339	291	1630	0.00043
Stenotrophomonas sp. LM091	1904944	S	427	168	595	0.00016
Stenotrophomonas sp. 364	2691571	S	321	84	405	0.00011
Stenotrophomonas sp. NA06056	2742129	S	161	56	217	0.00006
Stenotrophomonas sp. WZN-1	2005046	S	69	73	142	0.00004
Stenotrophomonas sp. G4	2303750	S	67	82	149	0.00004
Stenotrophomonas sp. DAIF1	2546450	S	31	148	179	0.00005
Stenotrophomonas sp. ASS1	2282124	S	26	59	85	0.00002
Stenotrophomonas sp. Pemsol	2040586	S	21	65	86	0.00002
Stenotrophomonas sp. MYb57	1827305	S	20	94	114	0.00003
Stenotrophomonas sp. pho	2211160	S	18	68	86	0.00002
Stenotrophomonas acidaminiphila	128780	S	1179	262	1441	0.00038
Xanthomonas campestris	339	S	873	189	1062	0.00028
Xanthomonas translucens	343	S	772	79	851	0.00022
Xanthomonas sacchari	56458	S	548	106	654	0.00017
Xanthomonas hortorum	56454	S	452	148	600	0.00016
Xanthomonas albilineans	29447	S	337	12	349	0.00009
Xanthomonas hyacinthi	56455	S	319	69	388	0.00010
Xanthomonas vesicatoria	56460	S	319	149	468	0.00012
Xanthomonas citri	346	S	305	1057	1362	0.00036
Xanthomonas arboricola	56448	S	303	342	645	0.00017
Xanthomonas cucurbitae	56453	S	291	29	320	0.00008
Xanthomonas oryzae	347	S	277	49	326	0.00009
Xanthomonas vasicola	56459	S	206	71	277	0.00007
Xanthomonas fragariae	48664	S	201	18	219	0.00006
Xanthomonas cassavae	56450	S	171	39	210	0.00006
Xanthomonas axonopodis	53413	S	115	162	277	0.00007
Xanthomonas phaseoli	1985254	S	57	55	112	0.00003
Xanthomonas euvesicatoria	456327	S	55	418	473	0.00012
Xanthomonas perforans	442694	S	10	105	115	0.00003
Lysobacter enzymogenes	69	S	994	280	1274	0.00034
Lysobacter soli	453783	S	743	83	826	0.00022
Lysobacter alkalisoli	2591633	S	655	64	719	0.00019
Lysobacter capsici	435897	S	623	163	786	0.00021
Lysobacter maris	1605891	S	559	82	641	0.00017
Lysobacter antibioticus	84531	S	528	118	646	0.00017
Lysobacter gummosus	262324	S	497	143	640	0.00017
Lysobacter oculi	2698682	S	360	29	389	0.00010
Lysobacter sp. TY2-98	2290922	S	259	17	276	0.00007
Lysobacter sp. HDW10	2714936	S	62	2	64	0.00002
Lysobacter lycopersici	1324796	S	295	16	311	0.00008
Pseudoxanthomonas suwonensis	314722	S	1561	344	1905	0.00050
Pseudoxanthomonas spadix	415229	S	756	185	941	0.00025
Luteimonas sp. Gr-4	1176533	S	305	29	334	0.00009
Luteimonas sp. JM171	1896164	S	226	12	238	0.00006
Luteimonas sp. YGD11-2	2508168	S	213	70	283	0.00007
Luteimonas chenhongjianii	2006110	S	325	25	350	0.00009
Luteimonas yindakuii	2565782	S	220	59	279	0.00007
Thermomonas sp. SY21	2202149	S	351	85	436	0.00011
Thermomonas sp. HDW16	2714945	S	307	40	347	0.00009
Arenimonas daejeonensis	370777	S	433	20	453	0.00012
Pseudolysobacter antarcticus	2511995	S	82	0	82	0.00002
Xylella taiwanensis	1444770	S	47	1	48	0.00001
Xylella fastidiosa	2371	S	9	0	9	0.00000
Dyella thiooxydans	445710	S	196	23	219	0.00006
Dyella japonica	231455	S	116	8	124	0.00003
Dyella sp. M7H15-1	2501295	S	47	2	49	0.00001
Luteibacter pinisoli	2589080	S	138	12	150	0.00004
Luteibacter rhizovicinus	242606	S	125	10	135	0.00004
Rhodanobacter denitrificans	666685	S	146	14	160	0.00004
Rhodanobacter glycinis	582702	S	110	8	118	0.00003
Dokdonella koreensis	323415	S	180	4	184	0.00005
Aerosticca soli	2010829	S	108	7	115	0.00003
Ahniella affigens	2021234	S	43	0	43	0.00001
Frateuria aurantia	81475	S	35	3	38	0.00001
Enterobacter cloacae	550	S	32	47	79	0.00002
Enterobacter hormaechei	158836	S	16	79	95	0.00003
Enterobacter cancerogenus	69218	S	12	0	12	0.00000
Enterobacter asburiae	61645	S	9	12	21	0.00001
Enterobacter chengduensis	2494701	S	8	2	10	0.00000
Enterobacter roggenkampii	1812935	S	7	5	12	0.00000
Enterobacter cloacae complex sp.	2027919	S	5	5	10	0.00000
Enterobacter kobei	208224	S	3	7	10	0.00000
Enterobacter sp. SA187	1914861	S	21	0	21	0.00001
Enterobacter sp. E76	2596949	S	12	2	14	0.00000
Enterobacter sp. 638	399742	S	5	0	5	0.00000
Enterobacter sp. E20	1560339	S	2	5	7	0.00000
Enterobacter soli	885040	S	1	0	1	0.00000
Klebsiella pneumoniae	573	S	28	116	144	0.00004
Klebsiella oxytoca	571	S	21	21	42	0.00001
Klebsiella variicola	244366	S	11	16	27	0.00001
Klebsiella aerogenes	548	S	10	1	11	0.00000
Klebsiella michiganensis	1134687	S	6	10	16	0.00000
Klebsiella huaxiensis	2153354	S	6	0	6	0.00000
Klebsiella quasipneumoniae	1463165	S	2	4	6	0.00000
Klebsiella sp. FDAARGOS_511	2488567	S	2	0	2	0.00000
Cronobacter dublinensis	413497	S	17	2	19	0.00001
Cronobacter condimenti	1163710	S	10	1	11	0.00000
Cronobacter sakazakii	28141	S	9	6	15	0.00000
Cronobacter muytjensii	413501	S	9	28	37	0.00001
Cronobacter universalis	535744	S	8	3	11	0.00000
Cronobacter malonaticus	413503	S	7	4	11	0.00000
Cronobacter turicensis	413502	S	4	0	4	0.00000
Citrobacter sp. LY-1	2546350	S	13	2	15	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	2	5	7	0.00000
Citrobacter sp. CRE-46	1703250	S	2	8	10	0.00000
Citrobacter sp. NMI7904_11	2653932	S	2	0	2	0.00000
Citrobacter rodentium	67825	S	12	1	13	0.00000
Citrobacter freundii	546	S	4	16	20	0.00001
Citrobacter werkmanii	67827	S	1	0	1	0.00000
Citrobacter freundii complex sp. CFNIH2	2066049	S	1	1	2	0.00000
Citrobacter freundii complex sp. CFNIH3	2077147	S	1	3	4	0.00000
Citrobacter farmeri	67824	S	6	3	9	0.00000
Citrobacter amalonaticus	35703	S	5	12	17	0.00000
Citrobacter koseri	545	S	4	6	10	0.00000
Cedecea neteri	158822	S	65	5	70	0.00002
Cedecea lapagei	158823	S	14	1	15	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	5	0	5	0.00000
Leclercia sp. 29361	2714951	S	6	1	7	0.00000
Leclercia sp. W17	2282309	S	4	10	14	0.00000
Leclercia sp. J807	2681307	S	2	3	5	0.00000
