name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Acinetobacter sp. ACNIH1	1636603	S	77	86	163	0.00004
Acinetobacter sp. dk386	2662362	S	28	0	28	0.00001
Acinetobacter sp. Marseille-Q1620	2714110	S	21	0	21	0.00001
Acinetobacter sp. LoGeW2-3	1808001	S	19	0	19	0.00000
Acinetobacter sp. 323-1	2715164	S	17	0	17	0.00000
Acinetobacter sp. WCHA55	2004646	S	15	1	16	0.00000
Acinetobacter sp. WCHAc010034	1879049	S	5	0	5	0.00000
Acinetobacter sp. ACNIH2	1758189	S	4	0	4	0.00000
Acinetobacter sp. 185	2715163	S	2	0	2	0.00000
Acinetobacter sp. 10FS3-1	2563897	S	2	0	2	0.00000
Acinetobacter sp. FDAARGOS_724	2545797	S	1	1	2	0.00000
Acinetobacter gyllenbergii	134534	S	2421	25	2446	0.00060
Acinetobacter dispersus	70348	S	1966	18	1984	0.00048
Acinetobacter haemolyticus	29430	S	815	61	876	0.00021
Acinetobacter lwoffii	28090	S	506	165	671	0.00016
Acinetobacter baylyi	202950	S	181	1	182	0.00004
Acinetobacter junii	40215	S	155	6	161	0.00004
Acinetobacter baumannii	470	S	47	53	100	0.00002
Acinetobacter calcoaceticus	471	S	25	0	25	0.00001
Acinetobacter pittii	48296	S	17	2	19	0.00000
Acinetobacter nosocomialis	106654	S	1	0	1	0.00000
Acinetobacter lactucae	1785128	S	1	0	1	0.00000
Acinetobacter soli	487316	S	61	0	61	0.00002
Acinetobacter schindleri	108981	S	35	1	36	0.00001
Acinetobacter venetianus	52133	S	34	1	35	0.00001
Acinetobacter johnsonii	40214	S	29	20	49	0.00001
Acinetobacter bereziniae	106648	S	28	0	28	0.00001
Acinetobacter cumulans	2136182	S	21	0	21	0.00001
Acinetobacter wuhouensis	1879050	S	10	0	10	0.00000
Acinetobacter radioresistens	40216	S	2	0	2	0.00000
Acinetobacter indicus	756892	S	2	0	2	0.00000
Acinetobacter ursingii	108980	S	1	0	1	0.00000
Acinetobacter oleivorans	1148157	S	1	0	1	0.00000
Moraxella osloensis	34062	S	181	1	182	0.00004
Moraxella cuniculi	34061	S	8	0	8	0.00000
Moraxella bovoculi	386891	S	1	1	2	0.00000
Psychrobacter sp. AntiMn-1	1720344	S	9	7	16	0.00000
Psychrobacter sp. P11G5	1699624	S	5	63	68	0.00002
Psychrobacter sp. PRwf-1	349106	S	4	40	44	0.00001
Psychrobacter sp. DAB_AL43B	1028416	S	2	3	5	0.00000
Stenotrophomonas maltophilia	40324	S	552	533	1085	0.00026
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	41	71	112	0.00003
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	19	63	82	0.00002
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	15	11	26	0.00001
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	13	4	17	0.00000
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	6	23	29	0.00001
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	3	12	15	0.00000
Stenotrophomonas rhizophila	216778	S	919	120	1039	0.00025
Stenotrophomonas acidaminiphila	128780	S	236	51	287	0.00007
Stenotrophomonas sp. ASS1	2282124	S	21	7	28	0.00001
Stenotrophomonas sp. WZN-1	2005046	S	19	4	23	0.00001
Stenotrophomonas sp. 364	2691571	S	14	1	15	0.00000
Stenotrophomonas sp. DAIF1	2546450	S	9	13	22	0.00001
Stenotrophomonas sp. LM091	1904944	S	2	0	2	0.00000
Stenotrophomonas sp. NA06056	2742129	S	2	0	2	0.00000
Stenotrophomonas sp. G4	2303750	S	1	0	1	0.00000
Lysobacter alkalisoli	2591633	S	993	64	1057	0.00026
Lysobacter enzymogenes	69	S	316	40	356	0.00009
Lysobacter oculi	2698682	S	230	14	244	0.00006
Lysobacter lycopersici	1324796	S	207	11	218	0.00005
Lysobacter maris	1605891	S	206	21	227	0.00006
Lysobacter soli	453783	S	104	9	113	0.00003
Lysobacter gummosus	262324	S	69	7	76	0.00002
Lysobacter antibioticus	84531	S	34	3	37	0.00001
Lysobacter capsici	435897	S	33	3	36	0.00001
Lysobacter sp. TY2-98	2290922	S	27	2	29	0.00001
Lysobacter sp. HDW10	2714936	S	2	0	2	0.00000
Xanthomonas cucurbitae	56453	S	204	27	231	0.00006
Xanthomonas campestris	339	S	145	368	513	0.00013
Xanthomonas hyacinthi	56455	S	105	28	133	0.00003
Xanthomonas oryzae	347	S	69	22	91	0.00002
Xanthomonas vasicola	56459	S	44	9	53	0.00001
Xanthomonas albilineans	29447	S	37	1	38	0.00001
Xanthomonas phaseoli	1985254	S	32	48	80	0.00002
Xanthomonas sacchari	56458	S	29	6	35	0.00001
Xanthomonas citri	346	S	25	230	255	0.00006
Xanthomonas hortorum	56454	S	13	3	16	0.00000
Xanthomonas vesicatoria	56460	S	10	4	14	0.00000
Xanthomonas translucens	343	S	6	0	6	0.00000
Xanthomonas arboricola	56448	S	5	8	13	0.00000
Xanthomonas cassavae	56450	S	1	0	1	0.00000
Xanthomonas axonopodis	53413	S	1	0	1	0.00000
Xanthomonas fragariae	48664	S	1	0	1	0.00000
Pseudoxanthomonas spadix	415229	S	452	94	546	0.00013
Pseudoxanthomonas suwonensis	314722	S	212	61	273	0.00007
Luteimonas sp. Gr-4	1176533	S	18	1	19	0.00000
Luteimonas sp. JM171	1896164	S	16	0	16	0.00000
Luteimonas sp. YGD11-2	2508168	S	10	1	11	0.00000
Luteimonas yindakuii	2565782	S	20	1	21	0.00001
Luteimonas chenhongjianii	2006110	S	4	0	4	0.00000
Xylella fastidiosa	2371	S	15	0	15	0.00000
Xylella taiwanensis	1444770	S	4	0	4	0.00000
Thermomonas sp. SY21	2202149	S	11	2	13	0.00000
Thermomonas sp. HDW16	2714945	S	4	0	4	0.00000
Pseudolysobacter antarcticus	2511995	S	13	0	13	0.00000
Arenimonas daejeonensis	370777	S	4	0	4	0.00000
Luteibacter pinisoli	2589080	S	370	16	386	0.00009
Luteibacter rhizovicinus	242606	S	81	3	84	0.00002
Dyella japonica	231455	S	129	7	136	0.00003
Dyella sp. M7H15-1	2501295	S	116	5	121	0.00003
Dyella thiooxydans	445710	S	10	1	11	0.00000
Aerosticca soli	2010829	S	101	9	110	0.00003
Rhodanobacter denitrificans	666685	S	28	2	30	0.00001
Rhodanobacter glycinis	582702	S	16	0	16	0.00000
Frateuria aurantia	81475	S	22	1	23	0.00001
Dokdonella koreensis	323415	S	16	0	16	0.00000
Ahniella affigens	2021234	S	9	0	9	0.00000
Thioalkalivibrio sp. K90mix	396595	S	643	17	660	0.00016
Thioalkalivibrio sulfidiphilus	1033854	S	105	3	108	0.00003
Thioalkalivibrio paradoxus	108010	S	54	1	55	0.00001
Thioalkalivibrio versutus	106634	S	49	0	49	0.00001
Thioalkalivibrio nitratireducens	186931	S	2	0	2	0.00000
Acidihalobacter prosperus	160660	S	638	62	700	0.00017
Acidihalobacter ferrooxidans	1765967	S	120	18	138	0.00003
Ectothiorhodospiraceae bacterium BW-2	947515	S	482	0	482	0.00012
Ectothiorhodospiraceae bacterium 2226	2740164	S	125	1	126	0.00003
Ectothiorhodospira haloalkaliphila	421628	S	179	1	180	0.00004
Ectothiorhodospira sp. BSL-9	1442136	S	11	0	11	0.00000
Spiribacter roseus	1855875	S	82	0	82	0.00002
Spiribacter sp. 2438	2666185	S	5	0	5	0.00000
Spiribacter curvatus	1335757	S	4	0	4	0.00000
Spiribacter salinus	1335746	S	1	0	1	0.00000
Alkalilimnicola ehrlichii	351052	S	62	1	63	0.00002
Halorhodospira halophila	1053	S	4	0	4	0.00000
Halorhodospira halochloris	1052	S	1	0	1	0.00000
Marichromatium purpuratum	37487	S	174	19	193	0.00005
Allochromatium vinosum	1049	S	144	14	158	0.00004
Thermochromatium tepidum	1050	S	101	3	104	0.00003
Chromatiaceae bacterium No.7	2699430	S	45	1	46	0.00001
Chromatiaceae bacterium 2141T.STBD.0c.01a	1978339	S	30	0	30	0.00001
Thiocystis violascens	73141	S	62	3	65	0.00002
Nitrosococcus halophilus	133539	S	46	1	47	0.00001
Candidatus Thiodictyon syntrophicum	1166950	S	16	0	16	0.00000
Thioflavicoccus mobilis	80679	S	8	0	8	0.00000
Sulfurivermis fontis	1972068	S	487	20	507	0.00012
Halothiobacillus sp. LS2	1860122	S	159	3	162	0.00004
Halothiobacillus neapolitanus	927	S	4	0	4	0.00000
Sulfuriflexus mobilis	1811807	S	81	0	81	0.00002
Granulosicoccus antarcticus	437505	S	1	0	1	0.00000
Thiohalobacter thiocyanaticus	585455	S	15	0	15	0.00000
Wenzhouxiangella marina	1579979	S	8	0	8	0.00000
Guyparkeria halophila	47960	S	5	0	5	0.00000
Halomonas sp. Y2R2	2562282	S	395	4	399	0.00010
Halomonas sp. THAF5a	2587844	S	108	10	118	0.00003
Halomonas sp. 1513	1883416	S	53	1	54	0.00001
Halomonas sp. JS92-SW72	2306583	S	14	14	28	0.00001
Halomonas sp. BC-M4-5	2497861	S	13	0	13	0.00000
Halomonas sp. AM6	2661553	S	8	9	17	0.00000
Halomonas sp. THAF12	2587849	S	5	1	6	0.00000
Halomonas sp. PGE1	2730360	S	3	3	6	0.00000
Halomonas sp. KO116	1504981	S	2	0	2	0.00000
Halomonas sp. HG01	1609967	S	2	0	2	0.00000
Halomonas sp. GFAJ-1	1118153	S	2	0	2	0.00000
Halomonas sp. NBT06E8	2609667	S	1	0	1	0.00000
Halomonas sp. hl-4	1761789	S	1	10	11	0.00000
Halomonas sp. SF2003	2136172	S	1	1	2	0.00000
Halomonas elongata	2746	S	142	1	143	0.00003
Halomonas chromatireducens	507626	S	135	0	135	0.00003
Halomonas socia	1081866	S	114	2	116	0.00003
Halomonas huangheensis	1178482	S	20	0	20	0.00000
Halomonas beimenensis	475662	S	19	0	19	0.00000
Halomonas titanicae	664683	S	8	37	45	0.00001
Halomonas meridiana	29570	S	5	0	5	0.00000
Halomonas hydrothermalis	115561	S	5	0	5	0.00000
Halomonas aestuarii	1897729	S	4	0	4	0.00000
Halomonas subglaciescola	29571	S	3	0	3	0.00000
Halomonas alkaliphila	272774	S	3	4	7	0.00000
Halomonas campaniensis	213554	S	1	1	2	0.00000
Kushneria marisflavi	157779	S	120	1	121	0.00003
Kushneria sp. YCWA18	657387	S	8	0	8	0.00000
Kushneria konosiri	698828	S	5	0	5	0.00000
Salinicola tamaricis	1771309	S	127	2	129	0.00003
Pistricoccus aurantiacus	1883414	S	98	0	98	0.00002
Chromohalobacter salexigens	158080	S	58	1	59	0.00001
Halotalea alkalilenta	376489	S	14	0	14	0.00000
Zymobacter palmae	33074	S	7	0	7	0.00000
Candidatus Carsonella ruddii	114186	S	2	0	2	0.00000
Bacterioplanes sanyensis	1249553	S	179	0	179	0.00004
Marinobacterium aestuarii	1821621	S	53	0	53	0.00001
Marinomonas primoryensis	178399	S	3	0	3	0.00000
Marinomonas posidonica	936476	S	2	0	2	0.00000
Thalassolituus oleivorans	187493	S	3	0	3	0.00000
Neptunomonas concharum	1031538	S	1	0	1	0.00000
Neptunomonas phycophila	1572645	S	1	0	1	0.00000
Nitrincola sp. KXZD1103	2614693	S	2	0	2	0.00000
Bermanella marisrubri	207949	S	2	0	2	0.00000
Oleispira antarctica	188908	S	1	0	1	0.00000
Alcanivorax pacificus	1306787	S	141	1	142	0.00003
Alcanivorax xenomutans	1094342	S	18	9	27	0.00001
Alcanivorax dieselolei	285091	S	15	6	21	0.00001
Alcanivorax sp. N3-2A	2014542	S	6	0	6	0.00000
Ketobacter alkanivorans	1917421	S	9	0	9	0.00000
Hahella sp. KA22	1628392	S	92	0	92	0.00002
Oleiphilus messinensis	141451	S	46	1	47	0.00001
Kangiella profundi	1561924	S	3	0	3	0.00000
Kangiella koreensis	261964	S	1	0	1	0.00000
Kangiella sediminilitoris	1144748	S	1	0	1	0.00000
Endozoicomonas montiporae	1027273	S	6	0	6	0.00000
Saccharospirillum mangrovi	2161747	S	4	0	4	0.00000
Reinekea forsetii	1336806	S	1	0	1	0.00000
Oceanospirillales bacterium S2-4-1H	2683272	S	2	0	2	0.00000
Litoricola lipolytica	418701	S	1	0	1	0.00000
Shewanella putrefaciens	24	S	243	296	539	0.00013
Shewanella sp. Pdp11	2059264	S	24	7	31	0.00001
Shewanella sp. WE21	2029986	S	12	1	13	0.00000
Shewanella sp. SNU WT4	2590015	S	7	0	7	0.00000
Shewanella sp. MR-7	60481	S	1	0	1	0.00000
Shewanella donghaensis	238836	S	43	0	43	0.00001
Shewanella pealeana	70864	S	36	0	36	0.00001
Shewanella khirikhana	1965282	S	14	0	14	0.00000
Shewanella woodyi	60961	S	10	0	10	0.00000
Shewanella loihica	359303	S	4	0	4	0.00000
Shewanella denitrificans	192073	S	4	0	4	0.00000
Shewanella frigidimarina	56812	S	2	0	2	0.00000
Shewanella marisflavi	260364	S	2	0	2	0.00000
Shewanella amazonensis	60478	S	2	0	2	0.00000
Shewanella baltica	62322	S	2	5	7	0.00000
Shewanella japonica	93973	S	1	0	1	0.00000
Shewanella chilikensis	558541	S	1	0	1	0.00000
Shewanella algae	38313	S	1	0	1	0.00000
Marinobacter sp. LV10R510-11A	1415568	S	4	0	4	0.00000
Marinobacter sp. JH2	2547598	S	4	11	15	0.00000
Marinobacter sp. Arc7-DN-1	2304594	S	3	10	13	0.00000
Marinobacter sp. CP1	1671721	S	2	61	63	0.00002
Marinobacter sp. NP-4(2019)	2488665	S	1	3	4	0.00000
Marinobacter adhaerens	1033846	S	49	17	66	0.00002
Marinobacter similis	1420916	S	16	0	16	0.00000
Marinobacter salinus	1874317	S	5	0	5	0.00000
Marinobacter fonticola	2603215	S	3	0	3	0.00000
Marinobacter hydrocarbonoclasticus	2743	S	2	0	2	0.00000
Marinobacter psychrophilus	330734	S	2	0	2	0.00000
Alteromonas sp. RKMC-009	2267264	S	24	0	24	0.00001
Alteromonas sp. RW2A1	1917158	S	1	1	2	0.00000
Alteromonas pelagimontana	1858656	S	2	0	2	0.00000
Alteromonas macleodii	28108	S	1	0	1	0.00000
Alteromonas mediterranea	314275	S	1	0	1	0.00000
Alteromonas australica	589873	S	1	0	1	0.00000
Alteromonas naphthalenivorans	715451	S	1	0	1	0.00000
Salinimonas sediminis	2303538	S	10	0	10	0.00000
Salinimonas lutimaris	914153	S	4	0	4	0.00000
Hydrocarboniclastica marina	2259620	S	4	0	4	0.00000
Paraglaciecola mesophila	197222	S	3	0	3	0.00000
Agarivorans gilvus	680279	S	2	0	2	0.00000
Catenovulum sp. CCB-QB4	2172099	S	1	0	1	0.00000
Lacimicrobium alkaliphilum	1526571	S	1	0	1	0.00000
Pseudoalteromonas tunicata	314281	S	47	0	47	0.00001
Pseudoalteromonas luteoviolacea	43657	S	21	1	22	0.00001
Pseudoalteromonas rubra	43658	S	3	0	3	0.00000
Pseudoalteromonas arctica	394751	S	1	1	2	0.00000
Pseudoalteromonas piscicida	43662	S	1	0	1	0.00000
Colwellia sp. PAMC 21821	1816219	S	22	0	22	0.00001
Thalassotalea crassostreae	1763536	S	1	0	1	0.00000
Thalassotalea sp. PS06	2594005	S	1	0	1	0.00000
Idiomarina sp. OT37-5b	2100422	S	18	0	18	0.00000
Idiomarinaceae bacterium HL-53	1298881	S	5	0	5	0.00000
Psychromonas ingrahamii	357794	S	6	0	6	0.00000
Ferrimonas balearica	44012	S	2	0	2	0.00000
Ferrimonas sp. S7	2724191	S	2	0	2	0.00000
Moritella marina	90736	S	1	0	1	0.00000
Sulfuricaulis limicola	1620215	S	910	41	951	0.00023
Sulfurifustis variabilis	1675686	S	45	1	46	0.00001
Acidiferrobacter sp. SPIII_3	1281578	S	3	0	3	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	589	0	589	0.00014
gamma proteobacterium HdN1	83406	S	96	0	96	0.00002
gamma proteobacterium SS-5	947516	S	43	0	43	0.00001
endosymbiont of Plagiopylea sp.	2652803	S	1	0	1	0.00000
Methylomonas sp. LW13	107637	S	291	34	325	0.00008
Methylomonas sp. DH-1	1727196	S	28	10	38	0.00001
Methylomonas methanica	421	S	15	2	17	0.00000
Methylomicrobium album	39775	S	124	9	133	0.00003
Methylomicrobium alcaliphilum	271065	S	1	0	1	0.00000
Methylomicrobium sp. wino1	2049332	S	1	0	1	0.00000
Methylococcus capsulatus	414	S	52	11	63	0.00002
Methylococcus sp. IM1	2681310	S	43	6	49	0.00001
Methylocaldum marinum	1432792	S	19	1	20	0.00000
Methylovulum psychrotolerans	1704499	S	18	0	18	0.00000
Candidatus Methylospira mobilis	1808979	S	2	0	2	0.00000
Methylomonas clara	417	S	1	0	1	0.00000
Sedimenticola thiotaurini	1543721	S	421	0	421	0.00010
Thiolapillus brandeum	1076588	S	9	0	9	0.00000
Candidatus Reidiella endopervernicosa	2738883	S	4	0	4	0.00000
Gallaecimonas mangrovi	2291597	S	3	0	3	0.00000
Pseudohongiella spirulinae	1249552	S	3	0	3	0.00000
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	S	2	0	2	0.00000
Candidatus Baumannia cicadellinicola	186490	S	2	0	2	0.00000
Immundisolibacter cernigliae	1810504	S	406	0	406	0.00010
Microbulbifer agarilyticus	260552	S	183	1	184	0.00005
Microbulbifer aggregans	1769779	S	25	0	25	0.00001
Microbulbifer sp. SH-1	2681547	S	5	0	5	0.00000
Microbulbifer sp. ALW1	1516059	S	2	0	2	0.00000
Microbulbifer sp. THAF38	2587856	S	1	0	1	0.00000
Microbulbifer sp. GL-2	2591606	S	1	0	1	0.00000
Microbulbifer thermotolerans	252514	S	3	0	3	0.00000
Microbulbifer hydrolyticus	48074	S	2	0	2	0.00000
Cellvibrio sp. PSBB006	1987723	S	9	35	44	0.00001
Cellvibrio sp. KY-GH-1	2303332	S	4	43	47	0.00001
Cellvibrio sp. KY-YJ-3	454662	S	1	4	5	0.00000
Simiduia agarivorans	447471	S	2	1	3	0.00000
Teredinibacter turnerae	2426	S	1	4	5	0.00000
Halioglobus japonicus	930805	S	9	0	9	0.00000
Halioglobus maricola	2601894	S	7	0	7	0.00000
Halioglobus pacificus	930806	S	4	0	4	0.00000
Congregibacter litoralis	393662	S	15	0	15	0.00000
Halieaceae bacterium IMCC3088	2518989	S	1	0	1	0.00000
Spongiibacter sp. IMCC21906	1620392	S	15	0	15	0.00000
Vibrio parahaemolyticus	670	S	85	60	145	0.00004
Vibrio natriegens	691	S	4	12	16	0.00000
Vibrio harveyi	669	S	2	2	4	0.00000
Vibrio campbellii	680	S	1	2	3	0.00000
Vibrio vulnificus	672	S	29	2	31	0.00001
Vibrio cholerae	666	S	25	11	36	0.00001
Vibrio chagasii	170679	S	25	1	26	0.00001
Vibrio sp. THAF190c	2587865	S	8	1	9	0.00000
Vibrio cincinnatiensis	675	S	3	0	3	0.00000
Vibrio navarrensis	29495	S	3	0	3	0.00000
Vibrio alfacsensis	1074311	S	2	0	2	0.00000
Vibrio furnissii	29494	S	2	0	2	0.00000
Vibrio tubiashii	29498	S	1	0	1	0.00000
Vibrio europaeus	300876	S	1	0	1	0.00000
Vibrio tapetis	52443	S	2	0	2	0.00000
Vibrio mimicus	674	S	1	0	1	0.00000
Vibrio panuliri	1381081	S	1	0	1	0.00000
Vibrio gazogenes	687	S	1	0	1	0.00000
Vibrio coralliilyticus	190893	S	1	0	1	0.00000
Vibrio fluvialis	676	S	1	0	1	0.00000
Vibrio cidicii	1763883	S	1	0	1	0.00000
Photobacterium profundum	74109	S	11	0	11	0.00000
Photobacterium damselae	38293	S	2	0	2	0.00000
Photobacterium gaetbulicola	1295392	S	2	0	2	0.00000
Aliivibrio fischeri	668	S	2	0	2	0.00000
Aliivibrio salmonicida	40269	S	2	1	3	0.00000
Grimontia hollisae	673	S	3	0	3	0.00000
Salinivibrio kushneri	1908198	S	1	0	1	0.00000
Aeromonas hydrophila	644	S	65	23	88	0.00002
Aeromonas media	651	S	65	11	76	0.00002
Aeromonas sp. CU5	2033033	S	37	1	38	0.00001
Aeromonas sp. ASNIH3	1636608	S	4	6	10	0.00000
Aeromonas sp. CA23	2033032	S	3	0	3	0.00000
Aeromonas sp. ASNIH2	1636607	S	1	1	2	0.00000
Aeromonas salmonicida	645	S	39	2	41	0.00001
Aeromonas veronii	654	S	32	1	33	0.00001
Aeromonas schubertii	652	S	4	0	4	0.00000
Aeromonas encheleia	73010	S	4	0	4	0.00000
Aeromonas rivipollensis	948519	S	2	0	2	0.00000
Aeromonas caviae	648	S	1	1	2	0.00000
Oceanimonas sp. GK1	511062	S	4	0	4	0.00000
Zobellella denitrificans	347534	S	2	0	2	0.00000
Oceanisphaera profunda	1416627	S	1	0	1	0.00000
Succinivibrio dextrinosolvens	83771	S	1	0	1	0.00000
Solimonas sp. K1W22B-7	2303331	S	226	0	226	0.00006
Sinimarinibacterium sp. NLF-5-8	2698684	S	9	0	9	0.00000
Steroidobacter denitrificans	465721	S	21	0	21	0.00001
Legionella anisa	28082	S	48	0	48	0.00001
Legionella longbeachae	450	S	8	0	8	0.00000
Legionella pneumophila	446	S	7	0	7	0.00000
Legionella clemsonensis	1867846	S	6	0	6	0.00000
Legionella oakridgensis	29423	S	2	0	2	0.00000
Legionella israelensis	454	S	1	0	1	0.00000
Coxiella burnetii	777	S	5	0	5	0.00000
Candidatus Coxiella mudrowiae	2054173	S	1	0	1	0.00000
Aquicella siphonis	254247	S	3	0	3	0.00000
Aquicella lusitana	254246	S	1	0	1	0.00000
Thiomicrorhabdus sp. aks77	2675054	S	33	0	33	0.00001
Thiomicrorhabdus aquaedulcis	2211106	S	2	0	2	0.00000
Piscirickettsia salmonis	1238	S	3	0	3	0.00000
Methylophaga frappieri	754477	S	2	0	2	0.00000
Methylophaga nitratireducenticrescens	754476	S	1	0	1	0.00000
Thiomicrospira sp. S5	1803865	S	1	0	1	0.00000
Hydrogenovibrio crunogenus	39765	S	1	0	1	0.00000
Francisella tularensis	263	S	1	1	2	0.00000
Thioploca ingrica	40754	S	1	0	1	0.00000
Pasteurella multocida	747	S	22	3	25	0.00001
Haemophilus parainfluenzae	729	S	4	0	4	0.00000
Mannheimia haemolytica	75985	S	1	0	1	0.00000
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	S	1	0	1	0.00000
Glaesserella parasuis	738	S	1	0	1	0.00000
Histophilus somni	731	S	1	0	1	0.00000
Salinisphaera sp. LB1	2183911	S	8	0	8	0.00000
Gilliamella apicola	1196095	S	2	0	2	0.00000
Bradyrhizobium sp. BTAi1	288000	S	37900	1276	39176	0.00955
Bradyrhizobium sp. S23321	335659	S	5648	5619	11267	0.00275
Bradyrhizobium sp. 58S1	1404864	S	5622	5533	11155	0.00272
Bradyrhizobium sp. 1(2017)	1404888	S	4683	263	4946	0.00121
Bradyrhizobium sp. ORS 3257	167468	S	4328	175	4503	0.00110
Bradyrhizobium sp. CCGE-LA001	1223566	S	4299	202	4501	0.00110
Bradyrhizobium sp. 323S2	1404649	S	2256	2655	4911	0.00120
Bradyrhizobium sp.	376	S	1983	2288	4271	0.00104
Bradyrhizobium sp. ORS 285	115808	S	1885	79	1964	0.00048
Bradyrhizobium sp. CCBAU 051011	858422	S	1211	48	1259	0.00031
Bradyrhizobium sp. WSM471	319017	S	1209	1540	2749	0.00067
Bradyrhizobium sp. SK17	2057741	S	1193	173	1366	0.00033
Bradyrhizobium sp. ORS 278	114615	S	1132	48	1180	0.00029
Bradyrhizobium sp. 6(2017)	1197460	S	852	28	880	0.00021
Bradyrhizobium sp. LCT2	2493093	S	347	817	1164	0.00028
Bradyrhizobium sp. SG09	2599805	S	149	894	1043	0.00025
Bradyrhizobium sp. TM102	2599819	S	52	284	336	0.00008
Bradyrhizobium betae	244734	S	17470	3787	21257	0.00518
Bradyrhizobium japonicum	375	S	4226	2852	7078	0.00173
Bradyrhizobium guangdongense	1325090	S	3601	1522	5123	0.00125
Bradyrhizobium symbiodeficiens	1404367	S	3426	289	3715	0.00091
Bradyrhizobium erythrophlei	1437360	S	3302	47	3349	0.00082
Bradyrhizobium guangzhouense	1325095	S	2988	838	3826	0.00093
Bradyrhizobium amphicarpaeae	1404768	S	2840	297	3137	0.00076
Bradyrhizobium zhanjiangense	1325107	S	2683	94	2777	0.00068
Bradyrhizobium guangxiense	1325115	S	2339	640	2979	0.00073
Bradyrhizobium diazoefficiens	1355477	S	2210	3098	5308	0.00129
Bradyrhizobium paxllaeri	190148	S	1913	83	1996	0.00049
Bradyrhizobium oligotrophicum	44255	S	1417	43	1460	0.00036
Bradyrhizobium elkanii	29448	S	1280	113	1393	0.00034
Bradyrhizobium icense	1274631	S	749	24	773	0.00019
Bradyrhizobium lablabi	722472	S	445	615	1060	0.00026
Bradyrhizobium canariense	255045	S	337	5	342	0.00008
Bradyrhizobium ottawaense	931866	S	257	1448	1705	0.00042
Rhodopseudomonas palustris	1076	S	5128	480	5608	0.00137
Tardiphaga sp. vice304	2592817	S	4	1281	1285	0.00031
Tardiphaga sp. vice278	2592815	S	1	424	425	0.00010
Nitrobacter hamburgensis	912	S	713	15	728	0.00018
Nitrobacter winogradskyi	913	S	296	12	308	0.00008
Bosea sp. Tri-49	1867715	S	533	18	551	0.00013
Bosea sp. RAC05	1842539	S	168	9	177	0.00004
Bosea sp. AS-1	2015316	S	74	5	79	0.00002
Bosea sp. ANAM02	2020412	S	71	5	76	0.00002
Bosea sp. F3-2	2599640	S	65	4	69	0.00002
Bosea sp. PAMC 26642	1792307	S	19	0	19	0.00000
Bosea vaviloviae	1526658	S	24	0	24	0.00001
Bradyrhizobiaceae bacterium SG-6C	709797	S	729	27	756	0.00018
Oligotropha carboxidovorans	40137	S	728	0	728	0.00018
Afipia sp. GAS231	1882747	S	243	63	306	0.00007
Variibacter gotjawalensis	1333996	S	101	0	101	0.00002
Mesorhizobium sp. NIBRBAC000500504	2725666	S	2283	343	2626	0.00064
Mesorhizobium sp. DCY119	2108445	S	1493	92	1585	0.00039
Mesorhizobium sp. 8	2584466	S	759	26	785	0.00019
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1	2493678	S	497	205	702	0.00017
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	439	117	556	0.00014
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	346	204	550	0.00013
Mesorhizobium sp. Pch-S	2082387	S	262	9	271	0.00007
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	160	80	240	0.00006
Mesorhizobium sp. NZP2298	2483403	S	160	52	212	0.00005
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	125	361	486	0.00012
Mesorhizobium sp. NZP2077	2483404	S	110	18	128	0.00003
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	2493677	S	108	24	132	0.00003
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	100	30	130	0.00003
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	96	31	127	0.00003
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	88	61	149	0.00004
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	81	22	103	0.00003
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	61	200	261	0.00006
Mesorhizobium sp. WSM1497	278153	S	59	398	457	0.00011
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	28	15	43	0.00001
Mesorhizobium sp. AA22	1854057	S	2	1	3	0.00000
Mesorhizobium sp. NZP2234	2483402	S	1	11	12	0.00000
Mesorhizobium erdmanii	1777866	S	234	64	298	0.00007
Mesorhizobium amorphae	71433	S	179	13	192	0.00005
