name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nocardioides sp. zg-579	2663857	S	2	0	2	0.00000
Nocardioides sp. dk884	2662361	S	1	0	1	0.00000
Nocardioides sp. HDW12A	2714938	S	1	0	1	0.00000
Nocardioides sp. HDW12B	2714939	S	1	0	1	0.00000
Nocardioides euryhalodurans	2518370	S	61	6	67	0.00002
Nocardioides daphniae	402297	S	22	4	26	0.00001
Nocardioides seonyuensis	2518371	S	18	2	20	0.00001
Nocardioides baekrokdamisoli	1804624	S	13	0	13	0.00000
Nocardioides humi	449461	S	7	0	7	0.00000
Kribbella flavida	182640	S	76	3	79	0.00002
Friedmanniella sagamiharensis	546874	S	19	1	20	0.00001
Friedmanniella luteola	546871	S	4	0	4	0.00000
Aeromicrobium sp. MF47	2662028	S	10	0	10	0.00000
Aeromicrobium sp. 592	2079793	S	3	0	3	0.00000
Marmoricola scoriae	642780	S	4	0	4	0.00000
Actinopolymorpha singaporensis	117157	S	4	0	4	0.00000
Microbacterium sp. Y-01	2048898	S	584	101	685	0.00017
Microbacterium sp. PAMC 28756	1795053	S	302	168	470	0.00012
Microbacterium sp. PM5	2014534	S	118	4	122	0.00003
Microbacterium sp. BH-3-3-3	1906742	S	97	5	102	0.00003
Microbacterium sp. No. 7	1714373	S	12	2	14	0.00000
Microbacterium sp. 4R-513	2567934	S	7	0	7	0.00000
Microbacterium sp. TPU 3598	1938334	S	5	0	5	0.00000
Microbacterium sp. 1S1	2606451	S	3	0	3	0.00000
Microbacterium sp. 10M-3C3	2483401	S	3	0	3	0.00000
Microbacterium sp. CBA3102	2603598	S	2	0	2	0.00000
Microbacterium sp. L-031	2614639	S	1	0	1	0.00000
Microbacterium sp. ST-M6	2614638	S	1	0	1	0.00000
Microbacterium sp. RG1	2489212	S	1	0	1	0.00000
Microbacterium chocolatum	84292	S	46	4	50	0.00001
Microbacterium hominis	162426	S	39	3	42	0.00001
Microbacterium foliorum	104336	S	37	3	40	0.00001
Microbacterium oleivorans	273677	S	27	1	28	0.00001
Microbacterium testaceum	2033	S	23	0	23	0.00001
Microbacterium sediminis	904291	S	19	3	22	0.00001
Microbacterium pygmaeum	370764	S	13	0	13	0.00000
Microbacterium oxydans	82380	S	11	1	12	0.00000
Microbacterium lemovicicum	1072463	S	6	0	6	0.00000
Microbacterium paraoxydans	199592	S	2	7	9	0.00000
Microbacterium aurum	36805	S	2	0	2	0.00000
Microbacterium oryzae	743009	S	1	0	1	0.00000
Agromyces sp. LHK192	2498704	S	135	5	140	0.00004
Agromyces sp. KACC 19306	2592652	S	25	1	26	0.00001
Agromyces protaetiae	2509455	S	10	0	10	0.00000
Agromyces flavus	589382	S	6	0	6	0.00000
Rathayibacter iranicus	59737	S	20	0	20	0.00001
Rathayibacter festucae	110937	S	13	0	13	0.00000
Rathayibacter tritici	33888	S	1	0	1	0.00000
Leucobacter triazinivorans	1784719	S	33	2	35	0.00001
Leucobacter sp. DSM 101948	1935379	S	13	3	16	0.00000
Leucobacter sp. HDW9B	2714934	S	2	1	3	0.00000
Leucobacter sp. HDW9C	2714935	S	2	3	5	0.00000
Leifsonia xyli	1575	S	38	5	43	0.00001
Leifsonia sp. 21MFCrub1.1	1798223	S	4	4	8	0.00000
Microcella alkaliphila	279828	S	43	1	44	0.00001
Curtobacterium pusillum	69373	S	9	0	9	0.00000
Curtobacterium sp. SGAir0471	2070337	S	1	0	1	0.00000
Curtobacterium sp. Csp2	2495430	S	1	6	7	0.00000
Curtobacterium flaccumfaciens	2035	S	4	0	4	0.00000
Salinibacterium sp. UTAS2018	2508880	S	15	0	15	0.00000
Salinibacterium sp. dk2585	2603292	S	1	0	1	0.00000
Cryobacterium sp. LW097	1978566	S	11	0	11	0.00000
Cryobacterium sp. GCJ02	2220095	S	1	0	1	0.00000
Gryllotalpicola sp. 2DFW10M-5	2419771	S	11	0	11	0.00000
Clavibacter michiganensis	28447	S	11	0	11	0.00000
Herbiconiux sp. SALV-R1	2735133	S	10	0	10	0.00000
Lysinimonas sp. KACC 19322	2592654	S	9	0	9	0.00000
Microterricola viridarii	412690	S	9	0	9	0.00000
Agrococcus jejuensis	399736	S	3	6	9	0.00000
Frondihabitans sp. PAMC 28766	1795630	S	3	0	3	0.00000
Chryseoglobus sp. CTD02-10-2	2750620	S	2	0	2	0.00000
Mycetocola sp. 449	2079792	S	1	0	1	0.00000
Janibacter indicus	857417	S	464	52	516	0.00013
Janibacter melonis	262209	S	202	20	222	0.00006
Janibacter limosus	53458	S	27	1	28	0.00001
Ornithinimicrobium flavum	1288636	S	249	21	270	0.00007
Ornithinimicrobium sp. AMA3305	2283195	S	11	0	11	0.00000
Ornithinimicrobium sp. HY006	2508882	S	7	0	7	0.00000
Ornithinimicrobium sp. H23M54	2594265	S	7	0	7	0.00000
Serinicoccus profundi	1078471	S	29	3	32	0.00001
Serinicoccus marinus	247333	S	12	1	13	0.00000
Serinicoccus chungangensis	767452	S	7	0	7	0.00000
Serinicoccus hydrothermalis	1758689	S	2	0	2	0.00000
Serinicoccus sp. W204	2593973	S	2	0	2	0.00000
Phycicoccus sp. HDW14	2714941	S	32	2	34	0.00001
Intrasporangium calvum	53358	S	5	0	5	0.00000
Arsenicicoccus sp. oral taxon 190	1658671	S	2	0	2	0.00000
Kocuria rosea	1275	S	79	7	86	0.00002
Kocuria indica	1049583	S	38	36	74	0.00002
Kocuria sp. TGY1127_2	2711328	S	18	2	20	0.00001
Kocuria sp. KD4	2719588	S	5	3	8	0.00000
Kocuria palustris	71999	S	21	5	26	0.00001
Kocuria turfanensis	388357	S	5	0	5	0.00000
Kocuria flava	446860	S	4	0	4	0.00000
Arthrobacter crystallopoietes	37928	S	18	4	22	0.00001
Arthrobacter dokdonellae	2211210	S	16	5	21	0.00001
Arthrobacter sp. KBS0702	2578107	S	5	1	6	0.00000
Arthrobacter sp. PAMC 25486	1494608	S	2	1	3	0.00000
Arthrobacter sp. PAMC25564	2565366	S	2	0	2	0.00000
Arthrobacter sp. YC-RL1	1652545	S	1	0	1	0.00000
Arthrobacter sp. U41	1849032	S	1	0	1	0.00000
Arthrobacter sp. UKPF54-2	2600159	S	1	0	1	0.00000
Arthrobacter citreus	1670	S	3	0	3	0.00000
Neomicrococcus aestuarii	556325	S	60	9	69	0.00002
Micrococcus luteus	1270	S	13	45	58	0.00001
Pseudarthrobacter sulfonivorans	121292	S	32	4	36	0.00001
Pseudarthrobacter phenanthrenivorans	361575	S	14	6	20	0.00001
Pseudarthrobacter sp. NIBRBAC000502772	2590775	S	1	0	1	0.00000
Pseudarthrobacter sp. YJ56	2697569	S	1	0	1	0.00000
Sinomonas atrocyanea	37927	S	17	0	17	0.00000
Zhihengliuella sp. ISTPL4	2058657	S	8	4	12	0.00000
Renibacterium salmoninarum	1646	S	6	0	6	0.00000
Rothia dentocariosa	2047	S	5	0	5	0.00000
Glutamicibacter halophytocola	1933880	S	2	0	2	0.00000
Glutamicibacter creatinolyticus	162496	S	1	0	1	0.00000
Glutamicibacter arilaitensis	256701	S	1	0	1	0.00000
Nesterenkonia sp. NBAIMH1	2600320	S	3	0	3	0.00000
Cellulomonas sp. H30R-01	2704467	S	38	5	43	0.00001
Cellulomonas sp. Y8	2591145	S	28	3	31	0.00001
Cellulomonas sp. JZ18	2654191	S	13	2	15	0.00000
Cellulomonas sp. PSBB021	2003551	S	12	3	15	0.00000
Cellulomonas gilvus	11	S	17	2	19	0.00001
Cellulomonas fimi	1708	S	13	2	15	0.00000
Cellulomonas shaoxiangyii	2566013	S	6	1	7	0.00000
Cellulomonas flavigena	1711	S	2	0	2	0.00000
Pseudactinotalea sp. HY158	2654547	S	3	0	3	0.00000
Brachybacterium saurashtrense	556288	S	17	15	32	0.00001
Brachybacterium ginsengisoli	1331682	S	17	6	23	0.00001
Brachybacterium sp. P6-10-X1	1903186	S	8	5	13	0.00000
Brachybacterium sp. SGAir0954	2571029	S	5	6	11	0.00000
Brachybacterium faecium	43669	S	8	6	14	0.00000
Brachybacterium avium	2017485	S	1	0	1	0.00000
Dermabacter vaginalis	1630135	S	4	11	15	0.00000
Dermabacter jinjuensis	1667168	S	1	4	5	0.00000
Brevibacterium linens	1703	S	44	7	51	0.00001
Brevibacterium siliguriense	1136497	S	41	1	42	0.00001
Brevibacterium sp. 'Marine'	2725563	S	13	1	14	0.00000
Brevibacterium sp. o2	2697565	S	1	0	1	0.00000
Brevibacterium aurantiacum	273384	S	4	2	6	0.00000
Brevibacterium sandarakinum	629680	S	2	0	2	0.00000
Dermacoccus nishinomiyaensis	1274	S	77	8	85	0.00002
Luteipulveratus mongoliensis	571913	S	15	0	15	0.00000
Kytococcus sedentarius	1276	S	3	0	3	0.00000
Isoptericola dokdonensis	372663	S	8	0	8	0.00000
Isoptericola variabilis	139208	S	6	0	6	0.00000
Cellulosimicrobium cellulans	1710	S	5	1	6	0.00000
Cellulosimicrobium sp. BI34T	2587808	S	3	0	3	0.00000
Xylanimonas cellulosilytica	186189	S	8	0	8	0.00000
Xylanimonas allomyrinae	2509459	S	1	0	1	0.00000
Sanguibacter keddieii	60920	S	20	1	21	0.00001
Sanguibacter sp. HDW7	2714931	S	13	0	13	0.00000
Georgenia sp. Z294	2585135	S	13	1	14	0.00000
Georgenia sp. Z443	2589797	S	11	0	11	0.00000
Georgenia sp. ZLJ0423	2483799	S	1	0	1	0.00000
Miniimonas sp. S16	2171623	S	21	4	25	0.00001
Beutenbergia cavernae	84757	S	3	0	3	0.00000
Haloactinobacterium sp. HY164	2675754	S	11	0	11	0.00000
Ruania sp. HY168	2603206	S	6	0	6	0.00000
Austwickia chelonae	100225	S	7	0	7	0.00000
Mobilicoccus sp. NJES-13	2716227	S	2	0	2	0.00000
Luteimicrobium xylanilyticum	1133546	S	9	0	9	0.00000
Corynebacterium sp. 2184	2079535	S	307	14	321	0.00008
Corynebacterium sp. NML98-0116	702967	S	146	18	164	0.00004
Corynebacterium sp. 2183	2080740	S	1	0	1	0.00000
Corynebacterium sp. LMM-1652	2487892	S	1	0	1	0.00000
Corynebacterium sp. 2019	2675218	S	1	0	1	0.00000
Corynebacterium kroppenstedtii	161879	S	38	1	39	0.00001
Corynebacterium imitans	156978	S	36	2	38	0.00001
Corynebacterium endometrii	2488819	S	34	0	34	0.00001
Corynebacterium crudilactis	1652495	S	23	1	24	0.00001
Corynebacterium striatum	43770	S	19	7	26	0.00001
Corynebacterium kutscheri	35755	S	17	0	17	0.00000
Corynebacterium sphenisci	191493	S	16	0	16	0.00000
Corynebacterium singulare	161899	S	15	2	17	0.00000
Corynebacterium timonense	441500	S	10	0	10	0.00000
Corynebacterium ureicelerivorans	401472	S	7	0	7	0.00000
Corynebacterium humireducens	1223514	S	5	0	5	0.00000
Corynebacterium segmentosum	43990	S	5	0	5	0.00000
Corynebacterium simulans	146827	S	4	1	5	0.00000
Corynebacterium pseudotuberculosis	1719	S	4	0	4	0.00000
Corynebacterium glutamicum	1718	S	4	6	10	0.00000
Corynebacterium aquilae	203263	S	3	0	3	0.00000
Corynebacterium atypicum	191610	S	3	0	3	0.00000
Corynebacterium vitaeruminis	38305	S	3	0	3	0.00000
Corynebacterium xerosis	1725	S	3	0	3	0.00000
Corynebacterium flavescens	28028	S	3	0	3	0.00000
Corynebacterium riegelii	156976	S	2	0	2	0.00000
Corynebacterium sanguinis	2594913	S	2	0	2	0.00000
Corynebacterium camporealensis	161896	S	2	0	2	0.00000
Corynebacterium frankenforstense	1230998	S	2	0	2	0.00000
Corynebacterium efficiens	152794	S	2	0	2	0.00000
Corynebacterium doosanense	1121358	S	1	0	1	0.00000
Corynebacterium matruchotii	43768	S	1	0	1	0.00000
Corynebacterium variabile	1727	S	1	0	1	0.00000
Corynebacterium terpenotabidum	89154	S	1	0	1	0.00000
Corynebacterium minutissimum	38301	S	1	0	1	0.00000
Corynebacterium maris	575200	S	1	0	1	0.00000
Corynebacterium mycetoides	38302	S	1	0	1	0.00000
Corynebacterium provencense	1737425	S	1	0	1	0.00000
Corynebacterium aurimucosum	169292	S	1	0	1	0.00000
Corynebacterium glaucum	187491	S	1	0	1	0.00000
Mycolicibacterium rutilum	370526	S	42	7	49	0.00001
Mycolicibacterium smegmatis	1772	S	37	7	44	0.00001
Mycolicibacterium goodii	134601	S	18	2	20	0.00001
Mycolicibacterium moriokaense	39691	S	17	0	17	0.00000
Mycolicibacterium sediminis	1286180	S	16	1	17	0.00000
Mycolicibacterium vaccae	1810	S	14	1	15	0.00000
Mycolicibacterium fallax	1793	S	13	2	15	0.00000
Mycolicibacterium gilvum	1804	S	13	0	13	0.00000
Mycolicibacterium phlei	1771	S	8	2	10	0.00000
Mycolicibacterium tokaiense	39695	S	7	0	7	0.00000
Mycolicibacterium aurum	1791	S	6	0	6	0.00000
Mycolicibacterium parafortuitum	39692	S	6	0	6	0.00000
Mycolicibacterium madagascariense	212765	S	6	0	6	0.00000
Mycolicibacterium arabiense	1286181	S	3	0	3	0.00000
Mycolicibacterium fortuitum	1766	S	2	0	2	0.00000
Mycolicibacterium chitae	1792	S	2	0	2	0.00000
Mycolicibacterium aubagnense	319707	S	2	0	2	0.00000
Mycolicibacterium phocaicum	319706	S	2	0	2	0.00000
Mycolicibacterium mageritense	53462	S	2	0	2	0.00000
Mycolicibacterium doricum	126673	S	1	0	1	0.00000
Mycolicibacterium helvum	1534349	S	1	0	1	0.00000
Mycolicibacterium frederiksbergense	117567	S	1	0	1	0.00000
Mycolicibacterium boenickei	146017	S	1	0	1	0.00000
Mycolicibacterium insubricum	444597	S	1	0	1	0.00000
Mycolicibacterium anyangense	1431246	S	1	0	1	0.00000
Mycolicibacterium sarraceniae	1534348	S	1	0	1	0.00000
Mycolicibacterium vanbaalenii	110539	S	1	0	1	0.00000
Mycolicibacterium alvei	67081	S	1	0	1	0.00000
Mycolicibacterium neoaurum	1795	S	1	76	77	0.00002
Mycolicibacterium duvalii	39688	S	1	0	1	0.00000
Mycolicibacterium rhodesiae	36814	S	1	0	1	0.00000
Mycolicibacterium pulveris	36813	S	1	0	1	0.00000
Mycolicibacterium confluentis	28047	S	1	0	1	0.00000
Mycolicibacterium chubuense	1800	S	1	0	1	0.00000
Mycobacterium parmense	185642	S	68	9	77	0.00002
Mycobacterium simiae	1784	S	1	0	1	0.00000
Mycobacterium shigaense	722731	S	1	0	1	0.00000
Mycobacterium seoulense	386911	S	54	3	57	0.00001
Mycobacterium conspicuum	44010	S	39	1	40	0.00001
Mycobacterium grossiae	1552759	S	16	0	16	0.00000
Mycobacterium sp. JS623	212767	S	6	0	6	0.00000
Mycobacterium sp. DL440	2675523	S	3	0	3	0.00000
Mycobacterium sp. ELW1	1547487	S	2	0	2	0.00000
Mycobacterium sp. EPa45	1545728	S	1	0	1	0.00000
Mycobacterium sp. YC-RL4	1682113	S	1	0	1	0.00000
Mycobacterium sp. MS1601	1936029	S	1	0	1	0.00000
Mycobacterium noviomagense	459858	S	9	0	9	0.00000
Mycobacterium gallinarum	39689	S	3	0	3	0.00000
Mycobacterium avium	1764	S	1	0	1	0.00000
Mycobacterium colombiense	339268	S	1	0	1	0.00000
Mycobacterium mantenii	560555	S	1	0	1	0.00000
Mycobacterium shinjukuense	398694	S	3	0	3	0.00000
Mycobacterium dioxanotrophicus	482462	S	3	0	3	0.00000
Mycobacterium ulcerans	1809	S	2	5	7	0.00000
Mycobacterium haemophilum	29311	S	2	0	2	0.00000
Mycobacterium tuberculosis	1773	S	1	2	3	0.00000
Mycobacterium canettii	78331	S	1	0	1	0.00000
Mycobacterium cookii	1775	S	1	0	1	0.00000
Mycobacterium paragordonae	1389713	S	1	0	1	0.00000
Mycobacterium paraseoulense	590652	S	1	0	1	0.00000
Mycolicibacter sinensis	875328	S	42	19	61	0.00002
Mycolicibacter terrae	1788	S	3	1	4	0.00000
Hoyosella subflava	639313	S	14	0	14	0.00000
Mycobacteroides immunogenum	83262	S	2	0	2	0.00000
Mycobacteroides chelonae	1774	S	1	0	1	0.00000
Dietzia sp. oral taxon 368	712270	S	143	144	287	0.00007
Dietzia psychralcaliphila	139021	S	114	30	144	0.00004
Dietzia lutea	546160	S	92	30	122	0.00003
Dietzia timorensis	499555	S	34	20	54	0.00001
Rhodococcus rhodochrous	1829	S	118	15	133	0.00003
Rhodococcus sp. p52	935199	S	35	79	114	0.00003
Rhodococcus sp. B7740	1564114	S	7	0	7	0.00000
Rhodococcus sp. 2G	1570939	S	4	7	11	0.00000
Rhodococcus sp. WMMA185	679318	S	3	0	3	0.00000
Rhodococcus sp. W8901	2742603	S	2	0	2	0.00000
Rhodococcus sp. P1Y	1302308	S	2	0	2	0.00000
Rhodococcus sp. SGAir0479	2567884	S	1	0	1	0.00000
Rhodococcus sp. S2-17	1990687	S	1	0	1	0.00000
Rhodococcus sp. ABRD24	2507582	S	1	0	1	0.00000
Rhodococcus opacus	37919	S	50	10	60	0.00002
Rhodococcus pyridinivorans	103816	S	22	39	61	0.00002
Rhodococcus ruber	1830	S	7	0	7	0.00000
Rhodococcus erythropolis	1833	S	4	10	14	0.00000
Rhodococcus hoagii	43767	S	3	0	3	0.00000
Rhodococcus jostii	132919	S	3	0	3	0.00000
Rhodococcus aetherivorans	191292	S	3	7	10	0.00000
Rhodococcus fascians	1828	S	2	0	2	0.00000
Rhodococcus imtechensis	262776	S	1	0	1	0.00000
Nocardia otitidiscaviarum	1823	S	11	0	11	0.00000
Nocardia asteroides	1824	S	7	0	7	0.00000
Nocardia cyriacigeorgica	135487	S	6	0	6	0.00000
Nocardia arthritidis	228602	S	4	0	4	0.00000
Nocardia sp. CS682	1047172	S	3	0	3	0.00000
Nocardia sp. CFHS0054	2382165	S	1	0	1	0.00000
Nocardia brasiliensis	37326	S	3	0	3	0.00000
Nocardia terpenica	455432	S	3	0	3	0.00000
Nocardia mangyaensis	2213200	S	2	0	2	0.00000
Nocardia seriolae	37332	S	1	0	1	0.00000
Lawsonella clevelandensis	1528099	S	99	5	104	0.00003
Tomitella sp. HY188	2597660	S	9	0	9	0.00000
Gordonia bronchialis	2054	S	39	4	43	0.00001
Gordonia sp. KTR9	337191	S	3	0	3	0.00000
Gordonia sp. 1D	1737359	S	2	0	2	0.00000
Gordonia sp. HY186	2597659	S	2	0	2	0.00000
Gordonia sp. JH63	2698900	S	1	1	2	0.00000
Gordonia iterans	1004901	S	6	1	7	0.00000
Gordonia rubripertincta	36822	S	4	1	5	0.00000
Gordonia phthalatica	1136941	S	4	0	4	0.00000
Gordonia terrae	2055	S	2	1	3	0.00000
Gordonia polyisoprenivorans	84595	S	1	0	1	0.00000
Gordonia insulae	2420509	S	1	0	1	0.00000
Tsukamurella paurometabola	2061	S	37	3	40	0.00001
Tsukamurella tyrosinosolvens	57704	S	1	0	1	0.00000
Segniliparus rotundus	286802	S	9	0	9	0.00000
Streptomyces sp. jing01	2726118	S	81	31	112	0.00003
Streptomyces sp. WAC 01529	2203205	S	50	9	59	0.00002
Streptomyces sp. HM190	2695266	S	48	7	55	0.00001
Streptomyces sp. 769	1262452	S	39	21	60	0.00002
Streptomyces sp. T44	2686304	S	27	4	31	0.00001
Streptomyces sp. RPA4-2	2721244	S	12	2	14	0.00000
Streptomyces sp. P3	2135430	S	12	1	13	0.00000
Streptomyces sp. SYP-A7193	2662065	S	11	6	17	0.00000
Streptomyces sp. W1SF4	2305220	S	9	1	10	0.00000
Streptomyces sp. GS7	2692234	S	9	1	10	0.00000
Streptomyces sp. SirexAA-E	862751	S	9	1	10	0.00000
Streptomyces sp. TLI_053	1855352	S	7	0	7	0.00000
Streptomyces sp. S063	2005885	S	7	3	10	0.00000
Streptomyces sp. QHH-9511	2684468	S	7	0	7	0.00000
Streptomyces sp. NA02950	2742137	S	7	0	7	0.00000
Streptomyces sp. GY16	2653200	S	6	0	6	0.00000
Streptomyces sp. CB09001	2083284	S	5	2	7	0.00000
Streptomyces sp. Tu 2975	2676871	S	4	0	4	0.00000
Streptomyces sp. SCSIO 3032	1264596	S	4	0	4	0.00000
Streptomyces sp. NA00687	2742130	S	4	0	4	0.00000
Streptomyces sp. Go-475	2072505	S	4	1	5	0.00000
Streptomyces sp. M2	646637	S	4	0	4	0.00000
Streptomyces sp. NHF165	2175864	S	4	0	4	0.00000
Streptomyces sp. GSSD-12	2282738	S	3	0	3	0.00000
Streptomyces sp. Rer75	2750011	S	3	1	4	0.00000
Streptomyces sp. C8S0	2585716	S	3	0	3	0.00000
Streptomyces sp. QMT-12	2717324	S	2	0	2	0.00000
Streptomyces sp. ZFG47	2184053	S	2	0	2	0.00000
Streptomyces sp. 3214.6	1882757	S	2	0	2	0.00000
Streptomyces sp. 2323.1	1938841	S	2	0	2	0.00000
Streptomyces sp. QMT-28	2662397	S	2	0	2	0.00000
Streptomyces sp. SS52	2563602	S	2	19	21	0.00001
Streptomyces sp. CMB-StM0423	2059884	S	2	0	2	0.00000
Streptomyces sp. CCM_MD2014	1561022	S	1	0	1	0.00000
Streptomyces sp. WAC 06738	2203210	S	1	1	2	0.00000
Streptomyces sp. WAC 01438	2203204	S	1	0	1	0.00000
Streptomyces sp. Z022	1442032	S	1	0	1	0.00000
Streptomyces sp. 604F	1476754	S	1	12	13	0.00000
Streptomyces sp. WAC00288	2094021	S	1	8	9	0.00000
Streptomyces sp. RTd22	1841249	S	1	0	1	0.00000
Streptomyces sp. RPA4-5	2721245	S	1	0	1	0.00000
Streptomyces sp. Tue 6075	1661694	S	1	0	1	0.00000
Streptomyces sp. HF10	2692233	S	1	0	1	0.00000
Streptomyces sp. Sge12	1972846	S	1	2	3	0.00000
Streptomyces sp. CdTB01	1725411	S	1	0	1	0.00000
Streptomyces sp. S8	1837283	S	1	0	1	0.00000
Streptomyces lavendulae	1914	S	132	21	153	0.00004
Streptomyces chartreusis	1969	S	55	7	62	0.00002
Streptomyces venezuelae	54571	S	46	52	98	0.00002
Streptomyces hundungensis	1077946	S	40	4	44	0.00001
Streptomyces hygroscopicus	1912	S	40	133	173	0.00004
Streptomyces griseus	1911	S	17	5	22	0.00001
Streptomyces globisporus	1908	S	9	9	18	0.00000
Streptomyces lincolnensis	1915	S	22	2	24	0.00001
Streptomyces rectiverticillatus	173860	S	18	2	20	0.00001
Streptomyces aquilus	2548456	S	18	2	20	0.00001
Streptomyces albulus	68570	S	16	1	17	0.00000
Streptomyces griseochromogenes	68214	S	16	2	18	0.00000
Streptomyces spectabilis	68270	S	13	2	15	0.00000
Streptomyces dengpaensis	2049881	S	13	1	14	0.00000
Streptomyces autolyticus	75293	S	12	45	57	0.00001
Streptomyces albus	1888	S	10	0	10	0.00000
Streptomyces scabiei	1930	S	9	1	10	0.00000
Streptomyces xinghaiensis	1038928	S	8	0	8	0.00000
Streptomyces parvulus	146923	S	7	1	8	0.00000
Streptomyces spongiicola	1690221	S	7	1	8	0.00000
Streptomyces avermitilis	33903	S	7	0	7	0.00000
Streptomyces griseoviridis	45398	S	7	0	7	0.00000
Streptomyces niveus	193462	S	6	1	7	0.00000
Streptomyces pratensis	1169025	S	6	35	41	0.00001
Streptomyces lydicus	47763	S	6	3	9	0.00000
Streptomyces alboniger	132473	S	5	0	5	0.00000
Streptomyces bingchenggensis	379067	S	5	0	5	0.00000
Streptomyces griseorubiginosus	67304	S	5	0	5	0.00000
Streptomyces davaonensis	348043	S	4	0	4	0.00000
Streptomyces fulvissimus	68202	S	4	1	5	0.00000
Streptomyces formicae	1616117	S	4	0	4	0.00000
Streptomyces hawaiiensis	67305	S	4	0	4	0.00000
Streptomyces tirandamycinicus	2174846	S	4	0	4	0.00000
Streptomyces exfoliatus	1905	S	4	0	4	0.00000
Streptomyces gilvosporeus	553510	S	3	0	3	0.00000
Streptomyces globosus	68209	S	3	0	3	0.00000
Streptomyces katrae	68223	S	3	0	3	0.00000
Streptomyces tsukubensis	83656	S	3	0	3	0.00000
Streptomyces luteoverticillatus	66425	S	3	0	3	0.00000
Streptomyces roseochromogenus	285450	S	3	0	3	0.00000
Streptomyces glaucescens	1907	S	3	0	3	0.00000
Streptomyces ambofaciens	1889	S	3	1	4	0.00000
Streptomyces xiamenensis	408015	S	3	0	3	0.00000
Streptomyces koyangensis	188770	S	2	1	3	0.00000
Streptomyces albireticuli	1940	S	2	0	2	0.00000
Streptomyces harbinensis	1176198	S	2	0	2	0.00000
Streptomyces seoulensis	73044	S	2	0	2	0.00000
Streptomyces lunaelactis	1535768	S	2	0	2	0.00000
Streptomyces violaceusniger	68280	S	2	1	3	0.00000
Streptomyces nitrosporeus	28894	S	2	0	2	0.00000
Streptomyces olivoreticuli	68246	S	2	0	2	0.00000
Streptomyces antibioticus	1890	S	2	0	2	0.00000
Streptomyces collinus	42684	S	2	0	2	0.00000
Streptomyces prasinus	67345	S	2	0	2	0.00000
Streptomyces galilaeus	33899	S	2	0	2	0.00000
Streptomyces fodineus	1904616	S	2	0	2	0.00000
Streptomyces clavuligerus	1901	S	2	0	2	0.00000
Streptomyces ficellus	1977088	S	2	0	2	0.00000
Streptomyces kanamyceticus	1967	S	1	0	1	0.00000
Streptomyces cyaneochromogenes	2496836	S	1	0	1	0.00000
Streptomyces aureoverticillatus	66871	S	1	0	1	0.00000
Streptomyces atratus	1893	S	1	0	1	0.00000
Streptomyces cacaoi	1898	S	1	0	1	0.00000
Streptomyces asterosporus	285570	S	1	0	1	0.00000
Streptomyces tendae	1932	S	1	0	1	0.00000
Streptomyces vietnamensis	362257	S	1	0	1	0.00000
Streptomyces viridosporus	67581	S	1	0	1	0.00000
Streptomyces rimosus	1927	S	1	0	1	0.00000
Streptomyces cattleya	29303	S	1	0	1	0.00000
Streptomyces cyaneogriseus	68192	S	1	0	1	0.00000
Streptomyces olivaceus	47716	S	1	6	7	0.00000
Kitasatospora sp. MMS16-BH015	2018025	S	12	1	13	0.00000
Kitasatospora sp. NA04385	2742135	S	4	1	5	0.00000
Kitasatospora setae	2066	S	3	0	3	0.00000
Micromonospora echinospora	1877	S	113	7	120	0.00003
Micromonospora sp. HM134	2583243	S	74	10	84	0.00002
Micromonospora sp. B006	2201999	S	8	2	10	0.00000
Micromonospora sp. WMMA2032	2039870	S	4	0	4	0.00000
Micromonospora sp. WMMC415	2675222	S	3	0	3	0.00000
Micromonospora coriariae	285665	S	63	6	69	0.00002
Micromonospora rifamycinica	291594	S	52	6	58	0.00001
Micromonospora chokoriensis	356851	S	48	4	52	0.00001
Micromonospora purpureochromogenes	47872	S	13	2	15	0.00000
Micromonospora carbonacea	47853	S	11	1	12	0.00000
Micromonospora echinaurantiaca	47857	S	6	0	6	0.00000
Micromonospora krabiensis	307121	S	5	0	5	0.00000
Micromonospora terminaliae	1914461	S	5	0	5	0.00000
Micromonospora inositola	47865	S	4	0	4	0.00000
Micromonospora echinofusca	47858	S	3	0	3	0.00000
Micromonospora aurantiaca	47850	S	3	16	19	0.00000
Micromonospora coxensis	356852	S	3	0	3	0.00000
Micromonospora zamorensis	709883	S	3	0	3	0.00000
Micromonospora siamensis	299152	S	2	0	2	0.00000
Micromonospora tulbaghiae	479978	S	1	0	1	0.00000
Micromonospora viridifaciens	1881	S	1	0	1	0.00000
Actinoplanes sp. OR16	946334	S	25	30	55	0.00001
Actinoplanes sp. N902-109	649831	S	20	9	29	0.00001
Actinoplanes friuliensis	196914	S	22	6	28	0.00001
Actinoplanes missouriensis	1866	S	18	22	40	0.00001
Actinoplanes derwentensis	113562	S	4	1	5	0.00000
Actinoplanes teichomyceticus	1867	S	1	1	2	0.00000
Phytohabitans flavus	1076124	S	22	0	22	0.00001
Phytohabitans suffuscus	624315	S	20	0	20	0.00001
Verrucosispora sp. NA02020	2742132	S	30	1	31	0.00001
Verrucosispora maris	1003110	S	1	0	1	0.00000
Salinispora arenicola	168697	S	25	0	25	0.00001
