name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Caulobacter mirabilis	69666	S	251	25	276	0.00007
Caulobacter segnis	88688	S	201	61	262	0.00007
Caulobacter vibrioides	155892	S	154	59	213	0.00006
Caulobacter henricii	69395	S	117	17	134	0.00004
Brevundimonas sp. LM2	1938605	S	119	5	124	0.00003
Brevundimonas sp. MF30-B	2561924	S	119	6	125	0.00003
Brevundimonas sp. M20	2591463	S	102	5	107	0.00003
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	35	32	67	0.00002
Brevundimonas sp. 'scallop'	2562582	S	28	26	54	0.00001
Brevundimonas sp. SGAir0440	2579977	S	26	8	34	0.00001
Brevundimonas sp. DS20	1532555	S	13	36	49	0.00001
Brevundimonas sp. Bb-A	2560058	S	12	32	44	0.00001
Brevundimonas naejangsanensis	588932	S	168	29	197	0.00005
Brevundimonas subvibrioides	74313	S	97	5	102	0.00003
Brevundimonas mediterranea	74329	S	61	16	77	0.00002
Brevundimonas diminuta	293	S	53	99	152	0.00004
Brevundimonas vesicularis	41276	S	31	36	67	0.00002
Brevundimonas vancanneytii	1325724	S	15	58	73	0.00002
Phenylobacterium zucineum	284016	S	337	24	361	0.00009
Phenylobacterium sp. HYN0004	2201350	S	168	9	177	0.00005
Asticcacaulis excentricus	78587	S	146	9	155	0.00004
Caulobacteraceae bacterium 0127_4	2686094	S	52	2	54	0.00001
Caulobacteraceae bacterium OTSz_A_272	1759059	S	21	0	21	0.00001
Phreatobacter stygius	1940610	S	357	4	361	0.00009
Phreatobacter cathodiphilus	1868589	S	242	7	249	0.00007
Phreatobacter sp. NMCR1094	2570229	S	226	6	232	0.00006
Polymorphum gilvum	991904	S	115	3	118	0.00003
Micavibrio aeruginosavorus	349221	S	48	0	48	0.00001
Candidatus Puniceispirillum marinum	767892	S	4	0	4	0.00000
Wolbachia endosymbiont of Trichogramma pretiosum	125593	S	5	7	12	0.00000
Wolbachia endosymbiont of Dipetalonema caudispina	1812112	S	3	0	3	0.00000
Rickettsiales bacterium Ac37b	1528098	S	5	0	5	0.00000
Rickettsiales endosymbiont of Stachyamoeba lipophora	2486578	S	3	0	3	0.00000
Candidatus Fokinia solitaria	1802984	S	5	0	5	0.00000
Candidatus Midichloria mitochondrii	234827	S	1	0	1	0.00000
Candidatus Deianiraea vastatrix	2163644	S	1	0	1	0.00000
Emcibacter sp. MEBiC09520	2582913	S	15	0	15	0.00000
Emcibacter congregatus	2043170	S	13	0	13	0.00000
Candidatus Fonsibacter ubiquis	1925548	S	18	0	18	0.00000
Candidatus Pelagibacter sp. RS39	1977864	S	5	0	5	0.00000
Candidatus Pelagibacter sp. RS40	1977865	S	2	0	2	0.00000
Candidatus Pelagibacter sp. IMCC9063	1002672	S	1	0	1	0.00000
Parvularcula bermudensis	208216	S	12	0	12	0.00000
Magnetococcus marinus	1124597	S	12	0	12	0.00000
Candidatus Paracaedibacter acanthamoebae	91604	S	1	0	1	0.00000
Candidatus Nucleicultrix amoebiphila	1509244	S	1	0	1	0.00000
Pseudomonas monteilii	76759	S	21133	131282	152415	0.03997
Pseudomonas putida	303	S	3333	1709	5042	0.00132
Pseudomonas plecoglossicida	70775	S	227	85	312	0.00008
Pseudomonas oryzihabitans	47885	S	179	1	180	0.00005
Pseudomonas fulva	47880	S	101	153	254	0.00007
Pseudomonas sp. SGAir0191	2217867	S	22	4	26	0.00001
Pseudomonas mosselii	78327	S	14	12	26	0.00001
Pseudomonas yamanorum	515393	S	36193	1666	37859	0.00993
Pseudomonas aeruginosa	287	S	9816	48652	58468	0.01533
Pseudomonas mendocina	300	S	188	5	193	0.00005
Pseudomonas citronellolis	53408	S	172	5	177	0.00005
Pseudomonas furukawaii	1149133	S	106	2	108	0.00003
Pseudomonas oleovorans	301	S	61	21	82	0.00002
Pseudomonas multiresinivorans	95301	S	50	13	63	0.00002
Pseudomonas nitroreducens	46680	S	32	8	40	0.00001
Pseudomonas resinovorans	53412	S	73	1	74	0.00002
Pseudomonas alcaligenes	43263	S	60	0	60	0.00002
Pseudomonas sp. LTGT-11-2Z	2479393	S	492	5534	6026	0.00158
Pseudomonas sp. MPC6	2498848	S	185	7	192	0.00005
Pseudomonas sp. ADAK13	2730847	S	146	10	156	0.00004
Pseudomonas sp. TUM18999	2725477	S	138	3	141	0.00004
Pseudomonas sp. SK	2729423	S	117	4	121	0.00003
Pseudomonas sp. Leaf58	1736226	S	100	2	102	0.00003
Pseudomonas sp. NC02	2067572	S	98	132	230	0.00006
Pseudomonas sp. SXM-1	2169583	S	97	123	220	0.00006
Pseudomonas sp. NP-1	2599595	S	95	1	96	0.00003
Pseudomonas sp. TCU-HL1	1856685	S	94	1	95	0.00003
Pseudomonas sp. PE08	2604832	S	73	1	74	0.00002
Pseudomonas sp. K2W31S-8	2320867	S	72	0	72	0.00002
Pseudomonas sp. SCB32	2653853	S	71	1	72	0.00002
Pseudomonas sp. 02C 26	2054914	S	65	0	65	0.00002
Pseudomonas sp. FGI182	1259844	S	63	22	85	0.00002
Pseudomonas sp. DY-1	1755504	S	62	0	62	0.00002
Pseudomonas sp. 13159349	2662034	S	61	124	185	0.00005
Pseudomonas sp. R76	1573711	S	52	3	55	0.00001
Pseudomonas sp. S1-A32-2	2731681	S	50	0	50	0.00001
Pseudomonas sp. LBUM920	2126069	S	49	63	112	0.00003
Pseudomonas sp. CMR5c	658630	S	48	4	52	0.00001
Pseudomonas sp. StFLB209	1028989	S	47	0	47	0.00001
Pseudomonas sp. ABC1	2748080	S	47	0	47	0.00001
Pseudomonas sp. HLS-6	2049589	S	45	1	46	0.00001
Pseudomonas sp. SNU WT1	2518644	S	44	1	45	0.00001
Pseudomonas sp. 14181154	2662033	S	41	10	51	0.00001
Pseudomonas sp. ATCC 13867	1294143	S	40	1	41	0.00001
Pseudomonas sp. THAF7b	2587845	S	39	19	58	0.00002
Pseudomonas sp. UW4	1207075	S	38	2	40	0.00001
Pseudomonas sp. NS1(2017)	2025658	S	38	2	40	0.00001
Pseudomonas sp. R5-89-07	658644	S	36	3	39	0.00001
Pseudomonas sp. CC6-YY-74	1930532	S	34	0	34	0.00001
Pseudomonas sp. DG56-2	2320270	S	33	0	33	0.00001
Pseudomonas sp. 7SR1	1881017	S	31	0	31	0.00001
Pseudomonas sp. gcc21	2726989	S	31	1	32	0.00001
Pseudomonas sp. 43A	2743971	S	31	3	34	0.00001
Pseudomonas sp. S09G 359	2054919	S	30	1	31	0.00001
Pseudomonas sp. URMO17WK12:I11	1283291	S	30	11	41	0.00001
Pseudomonas sp. CCOS 191	1649877	S	29	4	33	0.00001
Pseudomonas sp. LPH1	1898684	S	28	2	30	0.00001
Pseudomonas sp. R2A2	2213057	S	26	10	36	0.00001
Pseudomonas sp. LG1E9	2219057	S	26	2	28	0.00001
Pseudomonas sp. LAB-08	143813	S	25	0	25	0.00001
Pseudomonas sp. ADAK18	2730848	S	25	0	25	0.00001
Pseudomonas sp. S-6-2	1931241	S	23	0	23	0.00001
Pseudomonas sp. XWY-1	2069256	S	23	24	47	0.00001
Pseudomonas sp. S35	1573719	S	22	1	23	0.00001
Pseudomonas sp. C27(2019)	2604941	S	22	0	22	0.00001
Pseudomonas sp. 31-12	2201356	S	21	1	22	0.00001
Pseudomonas sp. OIL-1	2706126	S	21	0	21	0.00001
Pseudomonas sp. MYb193	1827300	S	20	10	30	0.00001
Pseudomonas sp. R32	1573704	S	20	0	20	0.00001
Pseudomonas sp. SWI7	2587597	S	19	55	74	0.00002
Pseudomonas sp. IB20	1702250	S	18	1	19	0.00001
Pseudomonas sp. ADAK22	2730851	S	18	23	41	0.00001
Pseudomonas sp. ACM7	2052956	S	18	0	18	0.00000
Pseudomonas sp. M30-35	1981174	S	16	0	16	0.00000
Pseudomonas sp. R84	1573712	S	15	1	16	0.00000
Pseudomonas sp. VLB120	69328	S	14	84	98	0.00003
Pseudomonas sp. JY-Q	1338689	S	13	32	45	0.00001
Pseudomonas sp. ATCC 43928	676210	S	13	19	32	0.00001
Pseudomonas sp. FDAARGOS_380	2018067	S	13	3	16	0.00000
Pseudomonas sp. B14-6	2738843	S	13	10	23	0.00001
Pseudomonas sp. MRSN12121	1611770	S	12	5	17	0.00000
Pseudomonas sp. NIBRBAC000502773	2590776	S	12	1	13	0.00000
Pseudomonas sp. phDV1	253237	S	12	8	20	0.00001
Pseudomonas sp. SWI36	2083052	S	11	13	24	0.00001
Pseudomonas sp. 11K1	2505979	S	11	0	11	0.00000
Pseudomonas sp. TMW 2.1634	1886807	S	11	18	29	0.00001
Pseudomonas sp. S150	2559074	S	11	4	15	0.00000
Pseudomonas sp. S34	1573718	S	11	0	11	0.00000
Pseudomonas sp. DTU12.3	2073078	S	10	0	10	0.00000
Pseudomonas sp. DR 5-09	1534110	S	9	1	10	0.00000
Pseudomonas sp. TKP	1415630	S	8	7	15	0.00000
Pseudomonas sp. s211(2017)	2045200	S	7	13	20	0.00001
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	7	1	8	0.00000
Pseudomonas sp. PONIH3	1636610	S	7	6	13	0.00000
Pseudomonas sp. Os17	1500686	S	7	9	16	0.00000
Pseudomonas sp. B10	118613	S	6	0	6	0.00000
Pseudomonas sp. S49	1573720	S	6	8	14	0.00000
Pseudomonas sp. SWI6	2083051	S	6	50	56	0.00001
Pseudomonas sp. R2-37-08W	1173273	S	5	13	18	0.00000
Pseudomonas sp. BJP69	2597770	S	5	3	8	0.00000
Pseudomonas sp. 09C 129	2054915	S	5	2	7	0.00000
Pseudomonas sp. QZS01	2213226	S	5	1	6	0.00000
Pseudomonas sp. SWI44	2083053	S	5	26	31	0.00001
Pseudomonas sp. CMR12a	658629	S	5	9	14	0.00000
Pseudomonas sp. CFSAN084952	2664899	S	4	5	9	0.00000
Pseudomonas sp. LTJR-52	2479392	S	4	0	4	0.00000
Pseudomonas sp. J380	2605424	S	4	2	6	0.00000
Pseudomonas sp. GR 6-02	1659194	S	4	5	9	0.00000
Pseudomonas sp. FDAARGOS_761	2545800	S	3	22	25	0.00001
Pseudomonas sp. DTU12.1	2654238	S	3	6	9	0.00000
Pseudomonas sp. R3-18-08	1173283	S	3	4	7	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	3	5	8	0.00000
Pseudomonas sp. R4-39-08	1173288	S	2	6	8	0.00000
Pseudomonas sp. A214	1855331	S	2	3	5	0.00000
Pseudomonas sp. R3-52-08	1173284	S	2	7	9	0.00000
Pseudomonas sp. R4-35-07	658643	S	2	7	9	0.00000
Pseudomonas sp. St29	1500687	S	2	2	4	0.00000
Pseudomonas sp. LG1D9	2083054	S	2	3	5	0.00000
Pseudomonas sp. R1-43-08	1173270	S	2	6	8	0.00000
Pseudomonas sp. bs2935	1761895	S	1	25	26	0.00001
Pseudomonas sp. L22-9	2681983	S	1	1	2	0.00000
Pseudomonas sp. LH1G9	2083055	S	1	0	1	0.00000
Pseudomonas sp. R2-60-08W	1173280	S	1	3	4	0.00000
Pseudomonas fluorescens	294	S	410	121	531	0.00014
Pseudomonas protegens	380021	S	122	3	125	0.00003
Pseudomonas azotoformans	47878	S	112	20	132	0.00003
Pseudomonas orientalis	76758	S	88	8	96	0.00003
Pseudomonas synxantha	47883	S	81	23	104	0.00003
Pseudomonas trivialis	200450	S	72	9	81	0.00002
Pseudomonas rhodesiae	76760	S	49	3	52	0.00001
Pseudomonas tolaasii	29442	S	44	2	46	0.00001
Pseudomonas mediterranea	183795	S	43	4	47	0.00001
Pseudomonas poae	200451	S	37	6	43	0.00001
Pseudomonas mucidolens	46679	S	36	1	37	0.00001
Pseudomonas extremorientalis	169669	S	35	8	43	0.00001
Pseudomonas cedrina	651740	S	29	3	32	0.00001
Pseudomonas corrugata	47879	S	28	2	30	0.00001
Pseudomonas veronii	76761	S	25	11	36	0.00001
Pseudomonas libanensis	75588	S	22	14	36	0.00001
Pseudomonas brenneri	129817	S	20	1	21	0.00001
Pseudomonas mandelii	75612	S	8	5	13	0.00000
Pseudomonas stutzeri	316	S	573	39	612	0.00016
Pseudomonas balearica	74829	S	80	13	93	0.00002
Pseudomonas xanthomarina	271420	S	46	1	47	0.00001
Pseudomonas luteola	47886	S	5	0	5	0.00000
Pseudomonas chlororaphis	587753	S	313	42	355	0.00009
Psychrobacter sp. FME2	86185	S	41	0	41	0.00001
Pseudomonas taetrolens	47884	S	30	0	30	0.00001
Pseudomonas fragi	296	S	18	7	25	0.00001
Pseudomonas syringae	317	S	112	100	212	0.00006
Pseudomonas asturiensis	1190415	S	48	0	48	0.00001
Pseudomonas viridiflava	33069	S	37	0	37	0.00001
Pseudomonas cichorii	36746	S	32	0	32	0.00001
Pseudomonas coronafaciens	53409	S	24	0	24	0.00001
Pseudomonas amygdali	47877	S	18	56	74	0.00002
Pseudomonas fuscovaginae	50340	S	16	2	18	0.00000
Pseudomonas syringae group genomosp. 3	251701	S	6	14	20	0.00001
Pseudomonas sp. Lz4W	1206777	S	1	0	1	0.00000
Pseudomonas otitidis	319939	S	140	1	141	0.00004
Pseudomonas psychrotolerans	237610	S	132	1	133	0.00003
Pseudomonas entomophila	312306	S	128	4	132	0.00003
Pseudomonas oryzae	1392877	S	111	1	112	0.00003
Pseudomonas knackmussii	65741	S	101	2	103	0.00003
Pseudomonas parafulva	157782	S	97	6	103	0.00003
Pseudomonas alkylphenolica	237609	S	90	1	91	0.00002
Pseudomonas guangdongensis	1245526	S	87	1	88	0.00002
Pseudomonas graminis	158627	S	65	0	65	0.00002
Pseudomonas frederiksbergensis	104087	S	61	4	65	0.00002
Pseudomonas vancouverensis	95300	S	61	1	62	0.00002
Pseudomonas denitrificans (nom. rej.)	43306	S	60	1	61	0.00002
Pseudomonas rhizosphaerae	216142	S	53	0	53	0.00001
Pseudomonas marincola	437900	S	48	0	48	0.00001
Pseudomonas cremoricolorata	157783	S	44	0	44	0.00001
Pseudomonas sabulinigri	472181	S	42	0	42	0.00001
Pseudomonas antarctica	219572	S	41	2	43	0.00001
Pseudomonas saudiphocaensis	1499686	S	39	0	39	0.00001
Pseudomonas umsongensis	198618	S	39	0	39	0.00001
Pseudomonas koreensis	198620	S	38	2	40	0.00001
Pseudomonas palleroniana	191390	S	38	0	38	0.00001
Pseudomonas pohangensis	364197	S	34	0	34	0.00001
Pseudomonas moraviensis	321662	S	32	3	35	0.00001
Pseudomonas extremaustralis	359110	S	32	1	33	0.00001
Pseudomonas kribbensis	1628086	S	32	1	33	0.00001
Pseudomonas sihuiensis	1274359	S	32	7	39	0.00001
Pseudomonas lactis	1615674	S	31	6	37	0.00001
Pseudomonas reinekei	395598	S	30	0	30	0.00001
Pseudomonas brassicacearum	930166	S	30	25	55	0.00001
Pseudomonas versuta	1788301	S	28	0	28	0.00001
Pseudomonas pelagia	553151	S	28	0	28	0.00001
Pseudomonas agarici	46677	S	27	0	27	0.00001
Pseudomonas lurida	244566	S	26	1	27	0.00001
Pseudomonas arsenicoxydans	702115	S	26	0	26	0.00001
Pseudomonas lini	163011	S	26	0	26	0.00001
Pseudomonas psychrophila	122355	S	25	0	25	0.00001
Pseudomonas prosekii	1148509	S	24	0	24	0.00001
Pseudomonas thivervalensis	86265	S	24	1	25	0.00001
Pseudomonas litoralis	797277	S	22	0	22	0.00001
Pseudomonas simiae	321846	S	22	1	23	0.00001
Pseudomonas xinjiangensis	487184	S	18	0	18	0.00000
Pseudomonas alcaliphila	101564	S	16	3	19	0.00001
Pseudomonas salegens	1434072	S	15	0	15	0.00000
Pseudomonas silesiensis	1853130	S	13	0	13	0.00000
Pseudomonas asplenii	53407	S	13	2	15	0.00000
Pseudomonas soli	1306993	S	8	6	14	0.00000
Pseudomonas cerasi	1583341	S	7	4	11	0.00000
Pseudomonas granadensis	1421430	S	6	1	7	0.00000
Candidatus Pseudomonas adelgestsugas	1302376	S	3	0	3	0.00000
Azotobacter chroococcum	353	S	77	16	93	0.00002
Azotobacter salinestris	69964	S	60	13	73	0.00002
Azotobacter vinelandii	354	S	49	0	49	0.00001
Permianibacter aggregans	1510150	S	28	0	28	0.00001
Pseudomonadaceae bacterium SI-3	2079806	S	5	1	6	0.00000
Oblitimonas alkaliphila	1697053	S	3	0	3	0.00000
Moraxella osloensis	34062	S	157434	1413	158847	0.04166
Moraxella catarrhalis	480	S	4	0	4	0.00000
Moraxella bovoculi	386891	S	4	0	4	0.00000
Moraxella cuniculi	34061	S	1	0	1	0.00000
Acinetobacter sp. 10FS3-1	2563897	S	7	1	8	0.00000
Acinetobacter sp. WCHA45	2004644	S	5	0	5	0.00000
Acinetobacter sp. WCHAc010034	1879049	S	4	0	4	0.00000
Acinetobacter sp. dk386	2662362	S	4	0	4	0.00000
Acinetobacter sp. FDAARGOS_724	2545797	S	4	5	9	0.00000
Acinetobacter sp. TTH0-4	1646498	S	3	0	3	0.00000
Acinetobacter sp. ACNIH2	1758189	S	3	0	3	0.00000
Acinetobacter sp. 185	2715163	S	3	0	3	0.00000
Acinetobacter sp. 323-1	2715164	S	2	0	2	0.00000
Acinetobacter sp. TGL-Y2	1407071	S	2	0	2	0.00000
Acinetobacter sp. NEB149	2725684	S	1	2	3	0.00000
Acinetobacter pittii	48296	S	14	5	19	0.00001
Acinetobacter baumannii	470	S	11	30	41	0.00001
Acinetobacter lactucae	1785128	S	4	0	4	0.00000
Acinetobacter nosocomialis	106654	S	2	0	2	0.00000
Acinetobacter venetianus	52133	S	26	2	28	0.00001
Acinetobacter ursingii	108980	S	26	2	28	0.00001
Acinetobacter defluvii	1871111	S	22	3	25	0.00001
Acinetobacter schindleri	108981	S	21	3	24	0.00001
Acinetobacter cumulans	2136182	S	13	1	14	0.00000
Acinetobacter indicus	756892	S	13	1	14	0.00000
Acinetobacter lwoffii	28090	S	7	5	12	0.00000
Acinetobacter johnsonii	40214	S	5	2	7	0.00000
Acinetobacter wuhouensis	1879050	S	4	0	4	0.00000
Acinetobacter haemolyticus	29430	S	3	0	3	0.00000
Acinetobacter dispersus	70348	S	3	0	3	0.00000
Acinetobacter baylyi	202950	S	2	0	2	0.00000
Acinetobacter junii	40215	S	2	0	2	0.00000
Acinetobacter tandoii	202954	S	1	0	1	0.00000
Acinetobacter soli	487316	S	1	0	1	0.00000
Acinetobacter bereziniae	106648	S	1	0	1	0.00000
Acinetobacter equi	1324350	S	1	0	1	0.00000
Psychrobacter sp. P2G3	1699622	S	12	8	20	0.00001
Psychrobacter sp. P11F6	1699621	S	5	1	6	0.00000
Psychrobacter sp. AntiMn-1	1720344	S	2	0	2	0.00000
Psychrobacter sp. P11G3	1699623	S	1	0	1	0.00000
Psychrobacter cryohalolentis	330922	S	1	7	8	0.00000
Psychrobacter arcticus	334543	S	1	0	1	0.00000
Moraxellaceae bacterium HYN0046	2283318	S	1	0	1	0.00000
Stenotrophomonas maltophilia	40324	S	2798	2847	5645	0.00148
Stenotrophomonas sp. ESTM1D_MKCIP4_1	2072414	S	236	57	293	0.00008
Stenotrophomonas sp. ZAC14D2_NAIMI4_7	2072405	S	165	140	305	0.00008
Stenotrophomonas sp. SAU14A_NAIMI4_5	2072413	S	119	51	170	0.00004
Stenotrophomonas sp. YAU14D1_LEIMI4_1	2072407	S	70	107	177	0.00005
Stenotrophomonas sp. ZAC14D2_NAIMI4_6	2072406	S	67	123	190	0.00005
Stenotrophomonas sp. ZAC14A_NAIMI4_1	2072412	S	57	102	159	0.00004
Stenotrophomonas sp. YAU14A_MKIMI4_1	2072408	S	19	137	156	0.00004
Stenotrophomonas sp. SAU14A_NAIMI4_8	2072409	S	16	116	132	0.00003
Stenotrophomonas rhizophila	216778	S	1300	293	1593	0.00042
Stenotrophomonas sp. LM091	1904944	S	462	188	650	0.00017
Stenotrophomonas sp. 364	2691571	S	304	82	386	0.00010
Stenotrophomonas sp. NA06056	2742129	S	126	45	171	0.00004
Stenotrophomonas sp. G4	2303750	S	74	89	163	0.00004
Stenotrophomonas sp. WZN-1	2005046	S	64	69	133	0.00004
Stenotrophomonas sp. DAIF1	2546450	S	34	158	192	0.00005
Stenotrophomonas sp. pho	2211160	S	32	115	147	0.00004
Stenotrophomonas sp. ASS1	2282124	S	26	60	86	0.00002
Stenotrophomonas sp. MYb57	1827305	S	19	87	106	0.00003
Stenotrophomonas sp. Pemsol	2040586	S	17	48	65	0.00002
Stenotrophomonas acidaminiphila	128780	S	1159	270	1429	0.00037
Xanthomonas campestris	339	S	983	203	1186	0.00031
Xanthomonas translucens	343	S	697	72	769	0.00020
Xanthomonas sacchari	56458	S	621	123	744	0.00020
Xanthomonas hortorum	56454	S	480	167	647	0.00017
Xanthomonas hyacinthi	56455	S	343	74	417	0.00011
Xanthomonas vesicatoria	56460	S	313	139	452	0.00012
Xanthomonas arboricola	56448	S	305	299	604	0.00016
Xanthomonas albilineans	29447	S	305	12	317	0.00008
Xanthomonas oryzae	347	S	302	51	353	0.00009
Xanthomonas citri	346	S	292	1118	1410	0.00037
Xanthomonas cucurbitae	56453	S	263	25	288	0.00008
Xanthomonas vasicola	56459	S	222	49	271	0.00007
Xanthomonas fragariae	48664	S	198	17	215	0.00006
Xanthomonas cassavae	56450	S	151	31	182	0.00005
Xanthomonas axonopodis	53413	S	118	157	275	0.00007
Xanthomonas euvesicatoria	456327	S	65	569	634	0.00017
Xanthomonas phaseoli	1985254	S	48	41	89	0.00002
Xanthomonas perforans	442694	S	18	170	188	0.00005
Lysobacter enzymogenes	69	S	918	271	1189	0.00031
Lysobacter soli	453783	S	737	87	824	0.00022
Lysobacter alkalisoli	2591633	S	633	64	697	0.00018
Lysobacter capsici	435897	S	596	163	759	0.00020
Lysobacter antibioticus	84531	S	563	132	695	0.00018
Lysobacter maris	1605891	S	517	80	597	0.00016
Lysobacter gummosus	262324	S	509	154	663	0.00017
Lysobacter oculi	2698682	S	383	32	415	0.00011
Lysobacter sp. TY2-98	2290922	S	247	17	264	0.00007
Lysobacter sp. HDW10	2714936	S	58	2	60	0.00002
Lysobacter lycopersici	1324796	S	299	17	316	0.00008
Pseudoxanthomonas suwonensis	314722	S	1488	334	1822	0.00048
Pseudoxanthomonas spadix	415229	S	746	185	931	0.00024
Luteimonas sp. Gr-4	1176533	S	267	26	293	0.00008
Luteimonas sp. JM171	1896164	S	245	14	259	0.00007
Luteimonas sp. YGD11-2	2508168	S	230	63	293	0.00008
Luteimonas chenhongjianii	2006110	S	309	23	332	0.00009
Luteimonas yindakuii	2565782	S	260	54	314	0.00008
Thermomonas sp. HDW16	2714945	S	356	53	409	0.00011
Thermomonas sp. SY21	2202149	S	323	85	408	0.00011
Arenimonas daejeonensis	370777	S	369	18	387	0.00010
Pseudolysobacter antarcticus	2511995	S	117	1	118	0.00003
Xylella taiwanensis	1444770	S	32	0	32	0.00001
Xylella fastidiosa	2371	S	20	1	21	0.00001
Dyella thiooxydans	445710	S	172	22	194	0.00005
Dyella japonica	231455	S	114	8	122	0.00003
Dyella sp. M7H15-1	2501295	S	34	1	35	0.00001
Rhodanobacter glycinis	582702	S	138	11	149	0.00004
Rhodanobacter denitrificans	666685	S	137	13	150	0.00004
Luteibacter pinisoli	2589080	S	149	12	161	0.00004
Luteibacter rhizovicinus	242606	S	116	9	125	0.00003
Dokdonella koreensis	323415	S	219	5	224	0.00006
Aerosticca soli	2010829	S	125	9	134	0.00004
Ahniella affigens	2021234	S	50	0	50	0.00001
Frateuria aurantia	81475	S	40	3	43	0.00001
Enterobacter cloacae	550	S	24	33	57	0.00002
Enterobacter roggenkampii	1812935	S	12	10	22	0.00001
Enterobacter asburiae	61645	S	10	14	24	0.00001
Enterobacter hormaechei	158836	S	9	41	50	0.00001
Enterobacter kobei	208224	S	9	21	30	0.00001
Enterobacter cloacae complex sp.	2027919	S	6	6	12	0.00000
Enterobacter cancerogenus	69218	S	5	0	5	0.00000
Enterobacter chengduensis	2494701	S	4	1	5	0.00000
Enterobacter ludwigii	299767	S	3	2	5	0.00000
Enterobacter sichuanensis	2071710	S	3	1	4	0.00000
Enterobacter sp. SA187	1914861	S	10	1	11	0.00000
Enterobacter sp. E76	2596949	S	10	3	13	0.00000
Enterobacter sp. 638	399742	S	3	0	3	0.00000
Enterobacter soli	885040	S	6	0	6	0.00000
Enterobacter bugandensis	881260	S	4	0	4	0.00000
Klebsiella pneumoniae	573	S	26	86	112	0.00003
Klebsiella aerogenes	548	S	19	3	22	0.00001
Klebsiella oxytoca	571	S	12	13	25	0.00001
Klebsiella variicola	244366	S	10	16	26	0.00001
Klebsiella michiganensis	1134687	S	6	11	17	0.00000
Klebsiella quasipneumoniae	1463165	S	3	17	20	0.00001
Klebsiella huaxiensis	2153354	S	2	0	2	0.00000
Klebsiella grimontii	2058152	S	1	6	7	0.00000
Klebsiella sp. FDAARGOS_511	2488567	S	1	0	1	0.00000
Cronobacter dublinensis	413497	S	30	5	35	0.00001
Cronobacter condimenti	1163710	S	17	2	19	0.00001
Cronobacter sakazakii	28141	S	13	6	19	0.00001
Cronobacter universalis	535744	S	8	3	11	0.00000
Cronobacter muytjensii	413501	S	7	22	29	0.00001
Cronobacter malonaticus	413503	S	6	3	9	0.00000
Cronobacter turicensis	413502	S	5	1	6	0.00000
Citrobacter freundii	546	S	6	17	23	0.00001
Citrobacter werkmanii	67827	S	3	1	4	0.00000
Citrobacter freundii complex sp. CFNIH3	2077147	S	2	5	7	0.00000
Citrobacter freundii complex sp. CFNIH2	2066049	S	1	0	1	0.00000
Citrobacter sp. LY-1	2546350	S	7	2	9	0.00000
Citrobacter sp. FDAARGOS_156	1702170	S	2	4	6	0.00000
Citrobacter sp. NMI7904_11	2653932	S	2	1	3	0.00000
Citrobacter sp. CRE-46	1703250	S	1	3	4	0.00000
Citrobacter koseri	545	S	13	15	28	0.00001
Citrobacter rodentium	67825	S	9	1	10	0.00000
Citrobacter amalonaticus	35703	S	6	10	16	0.00000
Citrobacter farmeri	67824	S	3	1	4	0.00000
Leclercia sp. 29361	2714951	S	10	2	12	0.00000
Leclercia sp. LSNIH1	1920114	S	7	23	30	0.00001
Leclercia sp. W17	2282309	S	5	6	11	0.00000
Leclercia sp. W6	2282310	S	5	3	8	0.00000
Leclercia sp. J807	2681307	S	1	0	1	0.00000
Leclercia sp. 119287	2681308	S	1	1	2	0.00000
Leclercia adecarboxylata	83655	S	21	32	53	0.00001
Cedecea neteri	158822	S	49	10	59	0.00002
Cedecea lapagei	158823	S	13	3	16	0.00000
Cedecea sp. FDAARGOS_727	2545798	S	2	0	2	0.00000
Raoultella planticola	575	S	10	3	13	0.00000
Raoultella terrigena	577	S	7	8	15	0.00000
Raoultella electrica	1259973	S	7	2	9	0.00000
Raoultella ornithinolytica	54291	S	4	20	24	0.00001
Raoultella sp. NCTC 9189	2583577	S	2	6	8	0.00000
Escherichia coli	562	S	32	165	197	0.00005
Escherichia albertii	208962	S	12	2	14	0.00000
Escherichia fergusonii	564	S	7	2	9	0.00000
Escherichia marmotae	1499973	S	4	0	4	0.00000
Escherichia sp. E4742	2044467	S	3	0	3	0.00000
Pluralibacter gergoviae	61647	S	36	5	41	0.00001
[Enterobacter] lignolyticus	1334193	S	18	1	19	0.00001
Kosakonia cowanii	208223	S	11	2	13	0.00000
Kosakonia arachidis	551989	S	6	0	6	0.00000
Kosakonia oryzae	497725	S	5	9	14	0.00000
Kosakonia sp. CCTCC M2018092	2492396	S	4	1	5	0.00000
Kosakonia sacchari	1158459	S	3	1	4	0.00000
Salmonella enterica	28901	S	31	101	132	0.00003
Candidatus Hamiltonella defensa	138072	S	13	0	13	0.00000
secondary endosymbiont of Heteropsylla cubana	134287	S	1	0	1	0.00000
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	1505597	S	10	0	10	0.00000
Candidatus Blochmannia floridanus	203907	S	1	0	1	0.00000
